,FileName,ProjectCode,ProjectName,ProjectTypology,Location,Floor-Total-Above-Grade(SQFT),Floor-Total-Below-Grade(SQFT),Floor-Total-Conditioned-Grade(SQFT),Floor-Total-UnConditioned-Grade(SQFT),Wall-Total-Above-Grade(SQFT),Power Lighting Total(W),Equipment-Total(W),N-Wall-Area(SQFT),S-Wall-Area(SQFT),E-Wall-Area(SQFT),W-Wall-Area(SQFT),NE-Wall-Area(SQFT),NW-Wall-Area(SQFT),SE-Wall-Area(SQFT),SW-Wall-Area(SQFT),ROOF-AREA(SQFT),ALL WALLS-Wall-AREA(SQFT),WALLS+ROOFS-AREA(SQFT),UNDERGRND-Wall-AREA(SQFT),BUILDING-Wall-AREA(SQFT),N-Wall-U-Value(BTU/HR-SQFT-F),S-Wall-U-Value(BTU/HR-SQFT-F),E-Wall-U-Value(BTU/HR-SQFT-F),W-Wall-U-Value(BTU/HR-SQFT-F),NE-Wall-U-Value(BTU/HR-SQFT-F),NW-Wall-U-Value(BTU/HR-SQFT-F),SE-Wall-U-Value(BTU/HR-SQFT-F),SW-Wall-U-Value(BTU/HR-SQFT-F),ROOF-U-Value(BTU/HR-SQFT-F),ALL WALLS-Wall-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-U-Value(BTU/HR-SQFT-F),UNDERGRND-Wall-U-Value(BTU/HR-SQFT-F),BUILDING-Wall-U-Value(BTU/HR-SQFT-F),N-Window-Area(SQFT),S-Window-Area(SQFT),E-Window-Area(SQFT),W-Window-Area(SQFT),NE-Window-Area(SQFT),NW-Window-Area(SQFT),SE-Window-Area(SQFT),SW-Window-Area(SQFT),ROOF-Window-Area(SQFT),ALL WALLS-Window-AREA(SQFT),WALLS+ROOFS-Window-AREA(SQFT),UNDERGRND-Window-AREA(SQFT),BUILDING-Window-AREA(SQFT),N-Window-U-Value(BTU/HR-SQFT-F),S-Window-U-Value(BTU/HR-SQFT-F),E-Window-U-Value(BTU/HR-SQFT-F),W-Window-U-Value(BTU/HR-SQFT-F),NE-Window-U-Value(BTU/HR-SQFT-F),NW-Window-U-Value(BTU/HR-SQFT-F),SE-Window-U-Value(BTU/HR-SQFT-F),SW-Window-U-Value(BTU/HR-SQFT-F),ROOF-Window-U-Value(BTU/HR-SQFT-F),ALL WALLS-Window-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-Window-U-Value(BTU/HR-SQFT-F),UNDERGRND-Window-U-Value(BTU/HR-SQFT-F),BUILDING-Window-U-Value(BTU/HR-SQFT-F),WALL CONDUCTION,ROOF CONDUCTION,WINDOW GLASS+FRM COND,WINDOW GLASS SOLAR,DOOR CONDUCTION,INTERNAL SURFACE COND,UNDERGROUND SURF COND,OCCUPANTS TO SPACE,LIGHT TO SPACE,EQUIPMENT TO SPACE,PROCESS TO SPACE,INFILTRATION,WWR,EFLH,R-VAL-W,R-VAL-R,R-VAL-Wind,TOTAL-LOAD(KW),SHGC,Energy_Outcome(KWH),Equip(W/Sqft),Light(W/Sqft),R-Value-Wall,R-Value-Roof,Energy_Saving_%
10,0_0_0_0_3_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,23923.05,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,306.23,50.69,1.08,1.04,0,0,0,117.25,16.15,38.93,0,7.06,0.010340799750902002,3007.5466973809407,8.264462809917356,16.129032258064516,0.8264462809917356,199.69,0.3333333333333333,603609,1.013427008679913,0.5,,,8.088572303035194
11,0_0_0_0_4_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,28707.659999999996,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,306.23,50.69,1.08,1.04,0,0,0,117.25,19.38,38.93,0,7.06,0.010340799750902002,3009.9614913440937,8.264462809917356,16.129032258064516,0.8264462809917356,204.889,0.3333333333333333,619711,1.013427008679913,0.6,,,5.6367238236776505
12,0_0_0_0_5_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,33492.27,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,306.23,50.69,1.08,1.04,0,0,0,117.25,22.61,38.93,0,7.06,0.010340799750902002,3012.1948897604816,8.264462809917356,16.129032258064516,0.8264462809917356,210.088,0.3333333333333333,635779,1.013427008679913,0.7,,,3.190052517857442
13,0_0_0_1_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.793,0,,0,0,0,0.793,0.793,,0.793,306.27,50.7,0.79,1.04,0,0,0,117.25,26.18,38.94,0,7.06,0.010340799750902002,3012.398579070314,8.264462809917356,16.129032258064516,1.2610340479192939,217.041,0.3333333333333333,656682,1.013427008679913,0.8075637303771885,,,0.007156681066315025
14,0_0_0_2_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.586,0,,0,0,0,0.586,0.586,,0.586,306.32,50.71,0.63,1.04,0,0,0,117.26,26.18,38.94,0,7.06,0.010340799750902002,3012.5556364440595,8.264462809917356,16.129032258064516,1.7064846416382253,217.034,0.3333333333333333,656689,1.013427008679913,0.8075637303771885,,,0.006090792396863851
15,0_0_0_3_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.468,0,,0,0,0,0.468,0.468,,0.468,306.35,50.71,0.53,1.04,0,0,0,117.26,26.19,38.94,0,7.06,0.010340799750902002,3012.643413352993,8.264462809917356,16.129032258064516,2.1367521367521367,217.03,0.3333333333333333,656693,1.013427008679913,0.8075637303771885,,,0.005481713157177466
16,0_0_0_4_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.393,0,,0,0,0,0.393,0.393,,0.393,306.37,50.72,0.47,1.04,0,0,0,117.26,26.19,38.94,0,7.06,0.010340799750902002,3012.7080962276586,8.264462809917356,16.129032258064516,2.544529262086514,217.027,0.3333333333333333,656696,1.013427008679913,0.8075637303771885,,,0.005024903727412677
17,0_0_0_5_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.341,0,,0,0,0,0.341,0.341,,0.341,306.39,50.72,0.43,1.05,0,0,0,117.27,26.19,38.94,0,7.06,0.010340799750902002,3012.7543497493366,8.264462809917356,16.129032258064516,2.9325513196480935,217.024,0.3333333333333333,656696,1.013427008679913,0.8075637303771885,,,0.005024903727412677
18,0_0_0_6_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.302,0,,0,0,0,0.302,0.302,,0.302,306.4,50.72,0.39,1.05,0,0,0,117.27,26.19,38.94,0,7.06,0.010340799750902002,3012.800545566809,8.264462809917356,16.129032258064516,3.3112582781456954,217.022,0.3333333333333333,656699,1.013427008679913,0.8075637303771885,,,0.004568094297647888
19,0_0_0_7_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.272,0,,0,0,0,0.272,0.272,,0.272,306.4,50.72,0.37,1.05,0,0,0,117.27,26.19,38.94,0,7.06,0.010340799750902002,3012.8144280968204,8.264462809917356,16.129032258064516,3.676470588235294,217.021,0.3333333333333333,656699,1.013427008679913,0.8075637303771885,,,0.004568094297647888
20,0_0_0_8_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.249,0,,0,0,0,0.249,0.249,,0.249,306.41,50.72,0.35,1.05,0,0,0,117.27,26.19,38.94,0,7.06,0.010340799750902002,3012.8468014321325,8.264462809917356,16.129032258064516,4.016064257028113,217.019,0.3333333333333333,656699,1.013427008679913,0.8075637303771885,,,0.004568094297647888
21,0_0_1_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,306.23,50.69,1.08,1.03,0,0,0,117.25,26.17,38.93,0,7.06,0.010340799750902002,3012.0972571565453,8.264462809917356,16.129032258064516,0.8264462809917356,217.074,0.3333333333333333,656724,1.013427008679913,0.8075637303771885,,,0.0007613490496079814
22,0_0_2_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,306.23,50.69,1.09,1.24,0,0,0,117.25,26.17,38.93,0,7.06,0.010340799750902002,3011.8073432096267,8.264462809917356,16.129032258064516,0.8264462809917356,217.153,0.39080459770114945,656899,1.013427008679913,0.8075637303771885,,,-0.025885867686671366
23,0_0_3_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,306.23,50.69,1.12,1.65,0,0,0,117.25,26.17,38.93,0,7.06,0.010340799750902002,3011.209792462381,8.264462809917356,16.129032258064516,0.8264462809917356,217.31,0.5287356321839081,657241,1.013427008679913,0.8075637303771885,,,-0.0779621426798573
24,0_0_4_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,306.23,50.69,1.15,2.05,0,0,0,117.25,26.17,38.93,0,7.06,0.010340799750902002,3010.6407927712503,8.264462809917356,16.129032258064516,0.8264462809917356,217.465,0.6551724137931034,657583,1.013427008679913,0.8075637303771885,,,-0.13003841767304322
25,0_0_5_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,306.23,50.69,1.18,2.46,0,0,0,117.25,26.17,38.93,0,7.06,0.010340799750902002,3010.0634132892196,8.264462809917356,16.129032258064516,0.8264462809917356,217.62,0.793103448275862,657923,1.013427008679913,0.8075637303771885,,,-0.18181015304638595
26,0_0_6_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,306.23,50.69,1.21,2.87,0,0,0,117.25,26.17,38.93,0,7.06,0.010340799750902002,3009.4593043278614,8.264462809917356,16.129032258064516,0.8264462809917356,217.775,0.9195402298850576,658259,1.013427008679913,0.8075637303771885,,,-0.2329728091800423
27,0_0_7_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,306.23,50.69,1.24,3.27,0,0,0,117.25,26.17,38.93,0,7.06,0.010340799750902002,3008.8790793289527,8.264462809917356,16.129032258064516,0.8264462809917356,217.928,1.0574712643678161,658589,1.013427008679913,0.8075637303771885,,,-0.2832218464541691
28,0_10_0_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.04,0.121,0.066,,0.364,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,294.84,13.01,1.03,0.95,0,0,0,114.13,24.79,38.44,0,7.06,0.010340799750902002,3089.070860555178,8.264462809917356,25,0.8264462809917356,202.962,0.3333333333333333,629347,1.013427008679913,0.8075637303771885,,22.5,4.169451935273149
29,0_11_0_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.036,0.121,0.064,,0.362,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,294.93,11.74,1.03,0.95,0,0,0,114.15,24.8,38.45,0,7.06,0.010340799750902002,3090.001825294637,8.264462809917356,27.77777777777778,0.8264462809917356,202.707,0.3333333333333333,628741,1.013427008679913,0.8075637303771885,,25,4.261727440085637
30,0_12_0_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.033,0.121,0.062,,0.361,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,295,10.7,1.03,0.95,0,0,0,114.16,24.8,38.45,0,7.06,0.010340799750902002,3090.7452308877487,8.264462809917356,30.3030303030303,0.8264462809917356,202.501,0.3333333333333333,628250,1.013427008679913,0.8075637303771885,,27.5,4.33649191675714
31,0_1_0_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.372,0.121,0.29,,0.498,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,285.06,130.74,0.99,0.89,0,0,0,112.9,24.06,37.82,0,7.06,0.010340799750902002,3013.135341083688,8.264462809917356,2.6881720430107525,0.8264462809917356,225.194,0.3333333333333333,681827,1.013427008679913,0.8075637303771885,,2,-3.8216676894122235
32,0_2_0_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.193,0.121,0.17,,0.426,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,290.43,65.08,1.01,0.92,0,0,0,113.58,24.47,38.17,0,7.06,0.010340799750902002,3051.6040033220256,8.264462809917356,5.181347150259067,0.8264462809917356,213.123,0.3333333333333333,653113,1.013427008679913,0.8075637303771885,,2.5,0.5506076326764922
33,0_3_0_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.131,0.121,0.127,,0.4,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,292.27,43.92,1.02,0.93,0,0,0,113.81,24.6,38.28,0,7.06,0.010340799750902002,3066.0758609805207,8.264462809917356,7.633587786259541,0.8264462809917356,209.093,0.3333333333333333,643681,1.013427008679913,0.8075637303771885,,5,1.986816479856988
34,0_4_0_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.099,0.121,0.106,,0.388,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,293.2,33.15,1.02,0.94,0,0,0,113.93,24.67,38.34,0,7.06,0.010340799750902002,3074.122927809747,8.264462809917356,10.1010101010101,0.8264462809917356,206.967,0.3333333333333333,638755,1.013427008679913,0.8075637303771885,,7.5,2.7368975635307713
35,0_5_0_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.079,0.121,0.093,,0.38,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,293.75,26.55,1.03,0.94,0,0,0,114,24.71,38.38,0,7.06,0.010340799750902002,3079.1089845516476,8.264462809917356,12.658227848101266,0.8264462809917356,205.653,0.3333333333333333,635699,1.013427008679913,0.8075637303771885,,10,3.20223410265117
36,0_6_0_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.066,0.121,0.084,,0.374,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,294.13,22.1,1.03,0.94,0,0,0,114.05,24.74,38.4,0,7.06,0.010340799750902002,3082.4074661926225,8.264462809917356,15.15151515151515,0.8264462809917356,204.763,0.3333333333333333,633602,1.013427008679913,0.8075637303771885,,12.5,3.521543894056757
37,0_7_0_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.057,0.121,0.078,,0.371,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,294.39,18.88,1.03,0.95,0,0,0,114.08,24.76,38.41,0,7.06,0.010340799750902002,3084.7703401787116,8.264462809917356,17.543859649122805,0.8264462809917356,204.128,0.3333333333333333,632112,1.013427008679913,0.8075637303771885,,15,3.7484259108399356
38,0_8_0_0_0_0_0_Again01,NA,NA,NA,new delhi,47846.1,0,33807.89999999999,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.05,0.121,0.073,,0.368,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,294.59,16.45,1.03,0.95,0,0,0,114.1,24.77,38.43,0,7.06,0.010340799750902002,3086.54554382519,8.264462809917356,20,0.8264462809917356,203.65,0.3333333333333333,630980,1.013427008679913,0.8075637303771885,,17.5,3.9207953356711824
