,FileName,ProjectName,ProjectTypology,Location,Floor-Total-Above-Grade(SQFT),Floor-Total-Below-Grade(SQFT),Floor-Total-Conditioned-Grade(SQFT),Floor-Total-UnConditioned-Grade(SQFT),Wall-Total-Above-Grade(SQFT),Power Lighting Total(W),Equipment-Total(W),N-Wall-Area(SQFT),S-Wall-Area(SQFT),E-Wall-Area(SQFT),W-Wall-Area(SQFT),NE-Wall-Area(SQFT),NW-Wall-Area(SQFT),SE-Wall-Area(SQFT),SW-Wall-Area(SQFT),ROOF-AREA(SQFT),ALL WALLS-Wall-AREA(SQFT),WALLS+ROOFS-AREA(SQFT),UNDERGRND-Wall-AREA(SQFT),BUILDING-Wall-AREA(SQFT),N-Wall-U-Value(BTU/HR-SQFT-F),S-Wall-U-Value(BTU/HR-SQFT-F),E-Wall-U-Value(BTU/HR-SQFT-F),W-Wall-U-Value(BTU/HR-SQFT-F),NE-Wall-U-Value(BTU/HR-SQFT-F),NW-Wall-U-Value(BTU/HR-SQFT-F),SE-Wall-U-Value(BTU/HR-SQFT-F),SW-Wall-U-Value(BTU/HR-SQFT-F),ROOF-U-Value(BTU/HR-SQFT-F),ALL WALLS-Wall-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-U-Value(BTU/HR-SQFT-F),UNDERGRND-Wall-U-Value(BTU/HR-SQFT-F),BUILDING-Wall-U-Value(BTU/HR-SQFT-F),N-Window-Area(SQFT),S-Window-Area(SQFT),E-Window-Area(SQFT),W-Window-Area(SQFT),NE-Window-Area(SQFT),NW-Window-Area(SQFT),SE-Window-Area(SQFT),SW-Window-Area(SQFT),ROOF-Window-Area(SQFT),ALL WALLS-Window-AREA(SQFT),WALLS+ROOFS-Window-AREA(SQFT),UNDERGRND-Window-AREA(SQFT),BUILDING-Window-AREA(SQFT),N-Window-U-Value(BTU/HR-SQFT-F),S-Window-U-Value(BTU/HR-SQFT-F),E-Window-U-Value(BTU/HR-SQFT-F),W-Window-U-Value(BTU/HR-SQFT-F),NE-Window-U-Value(BTU/HR-SQFT-F),NW-Window-U-Value(BTU/HR-SQFT-F),SE-Window-U-Value(BTU/HR-SQFT-F),SW-Window-U-Value(BTU/HR-SQFT-F),ROOF-Window-U-Value(BTU/HR-SQFT-F),ALL WALLS-Window-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-Window-U-Value(BTU/HR-SQFT-F),UNDERGRND-Window-U-Value(BTU/HR-SQFT-F),BUILDING-Window-U-Value(BTU/HR-SQFT-F),WALL CONDUCTION,ROOF CONDUCTION,WINDOW GLASS+FRM COND,WINDOW GLASS SOLAR,DOOR CONDUCTION,INTERNAL SURFACE COND,UNDERGROUND SURF COND,OCCUPANTS TO SPACE,LIGHT TO SPACE,EQUIPMENT TO SPACE,PROCESS TO SPACE,INFILTRATION,WALL CONDUCTION_loss,ROOF CONDUCTION_loss,WINDOW GLASS+FRM COND_loss,WINDOW GLASS SOLAR_loss,DOOR CONDUCTION_loss,INTERNAL SURFACE COND_loss,UNDERGROUND SURF COND_loss,OCCUPANTS TO SPACE_loss,LIGHT TO SPACE_loss,EQUIPMENT TO SPACE_loss,PROCESS TO SPACE_loss,INFILTRATION_loss,TOTAL-LOAD(KW)_loss,WWR,EFLH,R-VAL-W,R-VAL-R,R-VAL-Wind,TOTAL-LOAD(KW),SHGC,Energy_Outcome(KWH)
31,0_13_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.117,0.121,0.118,,0.395,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,307.28,99.51,1.02,0.69,0,0,0,116.33,25.75,38.72,0,7.48,-359.112,-47.062,-2.117,0.011,0,0,0,1.734,2.573,17.692,0,-78.003,-464.284,0.010340799750902002,3174.0309831097547,8.264462809917356,8.547008547008547,0.8264462809917356,235.935,0.3333333333333333,748865
32,0_14_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.091,0.121,0.101,,0.384,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,308.54,77.27,1.03,0.69,0,0,0,116.58,25.87,38.79,0,7.48,-360.708,-36.464,-2.127,0.011,0,0,0,1.748,2.589,17.728,0,-78.003,-455.227,0.010340799750902002,3194.0865736708224,8.264462809917356,10.989010989010989,0.8264462809917356,230.763,0.3333333333333333,737077
33,0_15_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.074,0.121,0.089,,0.378,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,309.31,63.18,1.03,0.7,0,0,0,116.73,25.95,38.84,0,7.48,-361.707,-29.758,-2.134,0.011,0,0,0,1.757,2.599,17.75,0,-78.003,-449.485,0.010340799750902002,3206.871238994457,8.264462809917356,13.513513513513514,0.8264462809917356,227.499,0.3333333333333333,729560
34,0_16_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.063,0.121,0.082,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,309.83,53.45,1.03,0.7,0,0,0,116.83,26,38.87,0,7.48,-362.39,-25.133,-2.139,0.011,0,0,0,1.764,2.606,17.765,0,-78.003,-445.518,0.010340799750902002,3215.8781174256214,8.264462809917356,15.873015873015873,0.8264462809917356,225.266,0.3333333333333333,724428
35,0_17_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.054,0.121,0.076,,0.37,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,310.93,44.7,1.08,1.04,0,0,0,117.66,26.3,39,0,7.41,-362.886,-21.75,-2.142,0.011,0,0,0,1.771,2.612,17.777,0,-78.003,-442.609,0.010340799750902002,3222.9639340154895,8.264462809917356,18.51851851851852,0.8264462809917356,223.507,0.3333333333333333,720355
36,0_18_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.048,0.121,0.072,,0.367,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,311.23,39.7,1.08,1.05,0,0,0,117.72,26.33,39.01,0,7.41,-363.263,-19.167,-2.144,0.012,0,0,0,1.778,2.618,17.786,0,-78.003,-440.384,0.010340799750902002,3228.2536311441477,8.264462809917356,20.833333333333332,0.8264462809917356,222.244,0.3333333333333333,717460
37,0_19_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.043,0.121,0.068,,0.365,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,311.45,35.71,1.08,1.05,0,0,0,117.76,26.35,39.03,0,7.41,-363.559,-17.131,-2.146,0.012,0,0,0,1.784,2.622,17.793,0,-78.003,-438.629,0.010340799750902002,3232.455862810859,8.264462809917356,23.255813953488374,0.8264462809917356,221.242,0.3333333333333333,715155
38,0_1_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.372,0.121,0.29,,0.498,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,287.12,125.59,0.99,0.81,0,0,0,112.9,24.06,37.82,0,7.41,-342.372,-135.107,-2.006,0.019,0,0,0,2.27,3.668,17.417,0,-78.003,-534.114,0.010340799750902002,3273.909248426895,8.264462809917356,2.6881720430107525,0.8264462809917356,230.277,0.3333333333333333,753906
39,0_20_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.039,0.121,0.065,,0.363,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,311.63,32.4,1.08,1.05,0,0,0,117.79,26.37,39.04,0,7.41,-363.798,-15.484,-2.148,0.012,0,0,0,1.787,2.625,17.799,0,-78.003,-437.21,0.010340799750902002,3235.9281926114786,8.264462809917356,25.641025641025642,0.8264462809917356,220.423,0.3333333333333333,713273
40,0_21_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.035,0.121,0.063,,0.362,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,311.77,29.57,1.09,1.05,0,0,0,117.82,26.38,39.05,0,7.41,-363.995,-14.124,-2.149,0.012,0,0,0,1.789,2.627,17.803,0,-78.003,-436.041,0.010340799750902002,3238.9365226730747,8.264462809917356,28.57142857142857,0.8264462809917356,219.732,0.3333333333333333,711698
41,0_22_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.032,0.121,0.061,,0.361,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,311.89,27.09,1.09,1.05,0,0,0,117.85,26.39,39.05,0,7.41,-364.161,-12.981,-2.15,0.012,0,0,0,1.79,2.629,17.807,0,-78.003,-435.059,0.010340799750902002,3241.6440006571625,8.264462809917356,31.25,0.8264462809917356,219.124,0.3333333333333333,710322
42,0_2_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.193,0.121,0.17,,0.426,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,292.46,63.09,1,0.85,0,0,0,113.58,24.47,38.17,0,7.41,-353.868,-69.585,-2.085,0.028,0,0,0,3.182,4.201,17.8,0,-78.003,-478.33,0.010340799750902002,3307.296393051927,8.264462809917356,5.181347150259067,0.8264462809917356,218.19,0.3333333333333333,721619
43,0_3_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.131,0.121,0.127,,0.4,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,294.28,42.67,1.01,0.86,0,0,0,113.81,24.6,38.28,0,7.41,-357.67,-46.952,-2.11,0.03,0,0,0,3.484,4.376,17.927,0,-78.003,-458.919,0.010340799750902002,3317.277491797847,8.264462809917356,7.633587786259541,0.8264462809917356,214.273,0.3333333333333333,710803
44,0_4_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.099,0.121,0.106,,0.388,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,295.2,32.24,1.01,0.86,0,0,0,113.93,24.67,38.34,0,7.41,-359.566,-35.465,-2.123,0.031,0,0,0,3.634,4.463,17.99,0,-78.003,-449.039,0.010340799750902002,3322.075340142464,8.264462809917356,10.1010101010101,0.8264462809917356,212.264,0.3333333333333333,705157
45,0_5_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.079,0.121,0.093,,0.38,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,295.76,25.84,1.02,0.87,0,0,0,114,24.71,38.38,0,7.41,-360.702,-28.472,-2.131,0.032,0,0,0,3.724,4.515,18.028,0,-78.003,-443.009,0.010340799750902002,3324.9016727479507,8.264462809917356,12.658227848101266,0.8264462809917356,211.03,0.3333333333333333,701654
46,0_6_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.066,0.121,0.084,,0.374,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,296.13,21.51,1.02,0.87,0,0,0,114.05,24.74,38.4,0,7.41,-361.458,-23.776,-2.136,0.032,0,0,0,3.784,4.549,18.054,0,-78.003,-438.956,0.010340799750902002,3326.80441308702,8.264462809917356,15.15151515151515,0.8264462809917356,210.193,0.3333333333333333,699271
47,0_7_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.057,0.121,0.078,,0.371,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,296.39,18.39,1.02,0.87,0,0,0,114.08,24.76,38.41,0,7.41,-361.999,-20.405,-2.14,0.032,0,0,0,3.827,4.574,18.072,0,-78.003,-436.043,0.010340799750902002,3328.2914795852635,8.264462809917356,17.543859649122805,0.8264462809917356,209.579,0.3333333333333333,697540
48,0_8_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.05,0.121,0.073,,0.368,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,296.59,16.02,1.02,0.87,0,0,0,114.1,24.77,38.43,0,7.41,-362.405,-17.865,-2.143,0.033,0,0,0,3.859,4.593,18.085,0,-78.003,-433.848,0.010340799750902002,3329.36900748392,8.264462809917356,20,0.8264462809917356,209.115,0.3333333333333333,696221
49,0_9_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.044,0.121,0.069,,0.366,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,296.75,14.18,1.02,0.87,0,0,0,114.12,24.79,38.44,0,7.41,-362.721,-15.899,-2.145,0.033,0,0,0,3.884,4.607,18.096,0,-78.003,-432.149,0.010340799750902002,3330.2387966755286,8.264462809917356,22.72727272727273,0.8264462809917356,208.755,0.3333333333333333,695204
50,10_0_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.038,0.038,0.038,0.038,0.038,,0.038,0.038,0.062,0.038,0.054,,0.357,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,294.01,50.49,1.05,0.92,0,0,0,116.23,25.73,38.81,0,7.41,-349.212,-24.984,-2.157,0.026,0,0,0,2.932,3.245,17.986,0,-78.003,-430.168,0.010340799750902002,3256.6799628435606,26.315789473684212,16.129032258064516,0.8264462809917356,219.612,0.3333333333333333,715206
51,11_0_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.035,0.035,0.035,0.035,0.035,,0.035,0.035,0.062,0.035,0.053,,0.356,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,293.73,50.49,1.05,0.92,0,0,0,116.23,25.73,38.81,0,7.41,-348.729,-24.99,-2.158,0.026,0,0,0,2.939,3.249,17.99,0,-78.003,-429.676,0.010340799750902002,3256.712013080171,28.57142857142857,16.129032258064516,0.8264462809917356,219.569,0.3333333333333333,715073
52,12_0_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.032,0.032,0.032,0.032,0.032,,0.032,0.032,0.062,0.032,0.052,,0.356,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,293.47,50.49,1.05,0.92,0,0,0,116.24,25.73,38.81,0,7.41,-348.293,-24.994,-2.158,0.026,0,0,0,2.944,3.252,17.992,0,-78.003,-429.234,0.010340799750902002,3256.7086808576546,31.25,16.129032258064516,0.8264462809917356,219.529,0.3333333333333333,714942
53,13_0_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.09,0.09,0.09,0.09,0.09,,0.09,0.09,0.062,0.09,0.071,,0.367,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,310.45,52,1.08,0.97,0,0,0,117.57,26.31,39,0,7.41,-358.093,-25.028,-2.146,0.012,0,0,0,1.813,2.638,17.789,0,-78.003,-441.018,0.010340799750902002,3217.825383097155,11.11111111111111,16.129032258064516,0.8264462809917356,225.465,0.3333333333333333,725507
54,14_0_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.073,0.073,0.073,0.073,0.073,,0.073,0.073,0.062,0.073,0.066,,0.364,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,308.08,52.07,1.08,0.98,0,0,0,117.64,26.35,39.03,0,7.41,-355.531,-25.062,-2.15,0.012,0,0,0,1.82,2.644,17.801,0,-78.003,-438.47,0.010340799750902002,3219.6775986659254,13.698630136986303,16.129032258064516,0.8264462809917356,224.875,0.3333333333333333,724025
55,15_0_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.062,0.062,0.062,0.062,0.062,,0.062,0.062,0.062,0.062,0.062,,0.361,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,306.44,52.11,1.08,0.98,0,0,0,117.69,26.37,39.04,0,7.41,-353.766,-25.086,-2.152,0.012,0,0,0,1.825,2.648,17.809,0,-78.003,-436.714,0.010340799750902002,3220.9332887849428,16.129032258064516,16.129032258064516,0.8264462809917356,224.475,0.3333333333333333,723019
56,16_0_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.054,0.054,0.054,0.054,0.054,,0.054,0.054,0.062,0.054,0.059,,0.36,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,305.21,52.14,1.08,0.98,0,0,0,117.72,26.39,39.05,0,7.41,-352.469,-25.103,-2.154,0.012,0,0,0,1.828,2.651,17.814,0,-78.003,-435.424,0.010340799750902002,3221.8187819772243,18.51851851851852,16.129032258064516,0.8264462809917356,224.183,0.3333333333333333,722277
57,17_0_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.047,0.047,0.047,0.047,0.047,,0.047,0.047,0.062,0.047,0.057,,0.358,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,304.28,52.16,1.08,0.98,0,0,0,117.75,26.41,39.06,0,7.41,-351.481,-25.116,-2.156,0.012,0,0,0,1.831,2.653,17.819,0,-78.003,-434.442,0.010340799750902002,3222.5253503958274,21.27659574468085,16.129032258064516,0.8264462809917356,223.961,0.3333333333333333,721720
58,18_0_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.042,0.042,0.042,0.042,0.042,,0.042,0.042,0.062,0.042,0.056,,0.358,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,303.53,52.18,1.08,0.98,0,0,0,117.77,26.42,39.07,0,7.41,-350.7,-25.126,-2.157,0.012,0,0,0,1.832,2.654,17.822,0,-78.003,-433.666,0.010340799750902002,3223.1035284023883,23.809523809523807,16.129032258064516,0.8264462809917356,223.784,0.3333333333333333,721279
59,19_0_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.038,0.038,0.038,0.038,0.038,,0.038,0.038,0.062,0.038,0.054,,0.357,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,302.92,52.2,1.08,0.98,0,0,0,117.79,26.43,39.07,0,7.41,-350.069,-25.135,-2.158,0.012,0,0,0,1.833,2.656,17.824,0,-78.003,-433.04,0.010340799750902002,3223.555714541227,26.315789473684212,16.129032258064516,0.8264462809917356,223.64,0.3333333333333333,720916
60,1_0_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.278,0.278,0.278,0.278,0.278,,0.278,0.278,0.062,0.278,0.133,,0.404,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,313.01,50.16,1.03,0.89,0,0,0,115.82,25.48,38.59,0,7.41,-383.541,-24.58,-2.1,0.019,0,0,0,1.972,3.613,17.692,0,-78.003,-464.928,0.010340799750902002,3254.971859097693,3.597122302158273,16.129032258064516,0.8264462809917356,222.452,0.3333333333333333,724075
61,20_0_0_0_0_0_0_ECMTest245,ECMTest245,Business,ahmedabad,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.035,0.035,0.035,0.035,0.035,,0.035,0.035,0.062,0.035,0.053,,0.356,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,302.41,52.21,1.08,0.98,0,0,0,117.8,26.43,39.08,0,7.41,-349.547,-25.142,-2.158,0.012,0,0,0,1.834,2.657,17.827,0,-78.003,-432.522,0.010340799750902002,3223.935218324982,28.57142857142857,16.129032258064516,0.8264462809917356,223.52,0.3333333333333333,720614
