,FileName,ProjectName,ProjectTypology,Location,Floor-Total-Above-Grade(SQFT),Floor-Total-Below-Grade(SQFT),Floor-Total-Conditioned-Grade(SQFT),Floor-Total-UnConditioned-Grade(SQFT),Wall-Total-Above-Grade(SQFT),Power Lighting Total(W),Equipment-Total(W),N-Wall-Area(SQFT),S-Wall-Area(SQFT),E-Wall-Area(SQFT),W-Wall-Area(SQFT),NE-Wall-Area(SQFT),NW-Wall-Area(SQFT),SE-Wall-Area(SQFT),SW-Wall-Area(SQFT),ROOF-AREA(SQFT),ALL WALLS-Wall-AREA(SQFT),WALLS+ROOFS-AREA(SQFT),UNDERGRND-Wall-AREA(SQFT),BUILDING-Wall-AREA(SQFT),N-Wall-U-Value(BTU/HR-SQFT-F),S-Wall-U-Value(BTU/HR-SQFT-F),E-Wall-U-Value(BTU/HR-SQFT-F),W-Wall-U-Value(BTU/HR-SQFT-F),NE-Wall-U-Value(BTU/HR-SQFT-F),NW-Wall-U-Value(BTU/HR-SQFT-F),SE-Wall-U-Value(BTU/HR-SQFT-F),SW-Wall-U-Value(BTU/HR-SQFT-F),ROOF-U-Value(BTU/HR-SQFT-F),ALL WALLS-Wall-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-U-Value(BTU/HR-SQFT-F),UNDERGRND-Wall-U-Value(BTU/HR-SQFT-F),BUILDING-Wall-U-Value(BTU/HR-SQFT-F),N-Window-Area(SQFT),S-Window-Area(SQFT),E-Window-Area(SQFT),W-Window-Area(SQFT),NE-Window-Area(SQFT),NW-Window-Area(SQFT),SE-Window-Area(SQFT),SW-Window-Area(SQFT),ROOF-Window-Area(SQFT),ALL WALLS-Window-AREA(SQFT),WALLS+ROOFS-Window-AREA(SQFT),UNDERGRND-Window-AREA(SQFT),BUILDING-Window-AREA(SQFT),N-Window-U-Value(BTU/HR-SQFT-F),S-Window-U-Value(BTU/HR-SQFT-F),E-Window-U-Value(BTU/HR-SQFT-F),W-Window-U-Value(BTU/HR-SQFT-F),NE-Window-U-Value(BTU/HR-SQFT-F),NW-Window-U-Value(BTU/HR-SQFT-F),SE-Window-U-Value(BTU/HR-SQFT-F),SW-Window-U-Value(BTU/HR-SQFT-F),ROOF-Window-U-Value(BTU/HR-SQFT-F),ALL WALLS-Window-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-Window-U-Value(BTU/HR-SQFT-F),UNDERGRND-Window-U-Value(BTU/HR-SQFT-F),BUILDING-Window-U-Value(BTU/HR-SQFT-F),WALL CONDUCTION,ROOF CONDUCTION,WINDOW GLASS+FRM COND,WINDOW GLASS SOLAR,DOOR CONDUCTION,INTERNAL SURFACE COND,UNDERGROUND SURF COND,OCCUPANTS TO SPACE,LIGHT TO SPACE,EQUIPMENT TO SPACE,PROCESS TO SPACE,INFILTRATION,WALL CONDUCTION_loss,ROOF CONDUCTION_loss,WINDOW GLASS+FRM COND_loss,WINDOW GLASS SOLAR_loss,DOOR CONDUCTION_loss,INTERNAL SURFACE COND_loss,UNDERGROUND SURF COND_loss,OCCUPANTS TO SPACE_loss,LIGHT TO SPACE_loss,EQUIPMENT TO SPACE_loss,PROCESS TO SPACE_loss,INFILTRATION_loss,TOTAL-LOAD(KW)_loss,Equip(W/Sqft),Light(W/Sqft),WWR,EFLH,R-VAL-W,R-VAL-R,R-VAL-Wind,TOTAL-LOAD(KW),SHGC,Energy_Outcome(KWH)
54,0_3_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,,,0.118,0.118,0.131,0.118,0.125,0.024,0.099,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,193.62,277.01,487.35,242.5,0,0,0,1467.4699999999998,537.3,635.62,0,0,0.223,0,-1.311,0.359,0,0,0,0.001,0.179,0.202,0,0,-0.348,1,0.7,0.2657319041050323,3180.5461886979724,8.474576271186441,7.633587786259541,1.0893246187363834,4743.379,0.3333333333333333,15086533
55,0_4_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,,,0.118,0.118,0.099,0.118,0.107,0.024,0.085,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,194.23,209.95,488.56,243.19,0,0,0,1468.73,538.26,636.08,0,0,0.223,0,-1.311,0.359,0,0,0,0.001,0.179,0.202,0,0,-0.348,1,0.7,0.2657319041050323,3143.552680246786,8.474576271186441,10.1010101010101,1.0893246187363834,4736.728,0.3333333333333333,14890153
56,0_5_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,,,0.118,0.118,0.079,0.118,0.095,0.024,0.077,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,194.6,168.65,489.29,243.6,0,0,0,1469.49,538.84,636.36,0,0,0.223,0,-1.311,0.359,0,0,0,0.001,0.179,0.202,0,0,-0.348,1,0.7,0.2657319041050323,3130.6777431261744,8.474576271186441,12.658227848101266,1.0893246187363834,4719.679,0.3333333333333333,14775791
57,0_6_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,,,0.118,0.118,0.066,0.118,0.087,0.024,0.071,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,194.84,140.68,489.78,243.87,0,0,0,1469.99,539.23,636.55,0,0,0.223,0,-1.311,0.359,0,0,0,0.001,0.179,0.202,0,0,-0.348,1,0.7,0.2657319041050323,3107.5122452954233,8.474576271186441,15.15151515151515,1.0893246187363834,4728.959,0.3333333333333333,14695294
58,0_7_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,,,0.118,0.118,0.057,0.118,0.082,0.024,0.067,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,195.02,120.45,490.13,244.07,0,0,0,1470.36,539.5,636.68,0,0,0.26,0.107,-1.542,0.421,0,0,0,0.001,0.197,0.202,0,0,-0.353,1,0.7,0.2657319041050323,3096.3968455747463,8.474576271186441,17.543859649122805,1.0893246187363834,4729.356,0.3333333333333333,14643956
59,0_8_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,,,0.118,0.118,0.05,0.118,0.078,0.024,0.064,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,195.15,105.12,490.4,244.22,0,0,0,1470.63,539.71,636.78,0,0,0.26,0.095,-1.542,0.421,0,0,0,0.001,0.197,0.202,0,0,-0.365,1,0.7,0.2657319041050323,3094.2467843444724,8.474576271186441,20,1.0893246187363834,4719.1,0.3333333333333333,14602057
60,0_9_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,,,0.118,0.118,0.044,0.118,0.074,0.024,0.061,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,195.26,93.19,490.6,244.33,0,0,0,1470.84,539.87,636.86,0,0,0.26,0.086,-1.542,0.422,0,0,0,0.001,0.197,0.202,0,0,-0.374,1,0.7,0.2657319041050323,3091.7506579805804,8.474576271186441,22.72727272727273,1.0893246187363834,4713.285,0.3333333333333333,14572300
61,10_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.038,0.038,0.038,0.038,,,0.038,0.038,0.051,0.038,0.046,0.024,0.04,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,51.84,96.45,492.52,257.18,0,0,0,1473.8,541.55,637.59,0,0,1.25,0.106,-8.014,2.618,0,0,0,0.022,1.747,1.93,0,0,-0.342,1,0.7,0.2657319041050323,3040.163070328462,26.315789473684212,19.607843137254903,1.0893246187363834,4734.399,0.3333333333333333,14393340
62,11_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.035,0.035,0.035,0.035,,,0.035,0.035,0.051,0.035,0.044,0.024,0.039,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,47.26,96.48,492.61,257.26,0,0,0,1473.91,541.63,637.63,0,0,2.16,0.106,-14.539,4.772,0,0,0,0.093,3.288,3.654,0,0,-0.465,1,0.7,0.2657319041050323,3056.995491413795,28.57142857142857,19.607843137254903,1.0893246187363834,4705.688,0.3333333333333333,14385261
63,12_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.032,0.032,0.032,0.032,,,0.032,0.032,0.051,0.032,0.043,0.024,0.038,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,43.32,96.5,492.67,257.31,0,0,0,1473.9699999999998,541.69,637.66,0,0,2.003,0.106,-14.538,4.776,0,0,0,0.093,3.289,3.654,0,0,-0.616,1,0.7,0.2657319041050323,3050.4214104597695,31.25,19.607843137254903,1.0893246187363834,4714.406,0.3333333333333333,14380916
64,13_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.09,0.09,0.09,0.09,,,0.09,0.09,0.051,0.09,0.067,0.024,0.056,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,205.29,95.68,501.99,267.56,0,0,0,1491.03,551.21,642.32,0,0,-5.166,0.853,-34.922,11.257,0,0,0,0.259,7.074,7.967,0,0,-12.677,1,0.7,0.2657319041050323,3011.358734454724,11.11111111111111,19.607843137254903,1.0893246187363834,4819.551,0.3333333333333333,14513389
65,14_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.073,0.073,0.073,0.073,,,0.073,0.073,0.051,0.073,0.06,0.024,0.051,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,166.11,95.82,502.82,268.26,0,0,0,1492.08,552.01,642.71,0,0,-3.953,0.854,-32.135,9.247,0,0,0,0.164,6.684,7.523,0,0,-11.616,1,0.7,0.2657319041050323,3016.961644694824,13.698630136986303,19.607843137254903,1.0893246187363834,4798.945,0.3333333333333333,14478229
66,15_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.062,0.062,0.062,0.062,,,0.062,0.062,0.051,0.062,0.055,0.024,0.047,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,139.04,95.91,503.38,268.74,0,0,0,1492.78,552.54,642.97,0,0,-3.269,0.856,-32.162,9.271,0,0,0,0.165,6.696,7.529,0,0,-10.915,1,0.7,0.2657319041050323,3014.5342175691303,16.129032258064516,19.607843137254903,1.0893246187363834,4795.855,0.3333333333333333,14457267
67,16_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.054,0.054,0.054,0.054,,,0.054,0.054,0.051,0.054,0.052,0.024,0.045,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,119.09,95.98,503.78,269.08,0,0,0,1493.28,552.93,643.16,0,0,-2.756,0.857,-32.18,9.287,0,0,0,0.166,6.704,7.533,0,0,-10.389,1,0.7,0.2657319041050323,3069.5539301587514,18.51851851851852,19.607843137254903,1.0893246187363834,4705.586,0.3333333333333333,14444048
68,17_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.047,0.047,0.047,0.047,,,0.047,0.047,0.051,0.047,0.049,0.024,0.043,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,103.79,96.04,504.08,269.34,0,0,0,1493.66,553.22,643.3,0,0,-2.347,0.857,-32.195,9.299,0,0,0,0.167,6.71,7.536,0,0,-9.972,1,0.7,0.2657319041050323,3070.0667593211697,21.27659574468085,19.607843137254903,1.0893246187363834,4700.617,0.3333333333333333,14431204
69,18_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.042,0.042,0.042,0.042,,,0.042,0.042,0.051,0.042,0.047,0.024,0.041,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,91.61,96.08,504.31,269.53,0,0,0,1493.9499999999998,553.45,643.41,0,0,-2.002,0.858,-32.206,9.31,0,0,0,0.167,6.715,7.538,0,0,-9.621,1,0.7,0.2657319041050323,3070.1347959286195,23.809523809523807,19.607843137254903,1.0893246187363834,4697.768,0.3333333333333333,14422771
70,19_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.038,0.038,0.038,0.038,,,0.038,0.038,0.051,0.038,0.046,0.024,0.04,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,81.7,96.12,504.5,269.68,0,0,0,1494.1799999999998,553.63,643.5,0,0,-1.702,0.858,-32.216,9.319,0,0,0,0.166,6.718,7.54,0,0,-9.315,1,0.7,0.2657319041050323,3072.116274093039,26.315789473684212,19.607843137254903,1.0893246187363834,4691.604,0.3333333333333333,14413149
71,1_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.278,0.278,0.278,0.278,,,0.278,0.278,0.051,0.278,0.144,0.024,0.113,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,412.88,100.76,482.67,238.33,0,0,0,1464.6999999999998,533.82,633.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,0.2657319041050323,3129.1475922231543,3.597122302158273,19.607843137254903,1.0893246187363834,4776.024,0.3333333333333333,14944883
72,20_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.035,0.035,0.035,0.035,,,0.035,0.035,0.051,0.035,0.044,0.024,0.039,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,73.39,96.15,504.64,269.79,0,0,0,1494.37,553.78,643.58,0,0,-1.318,0.106,-29.755,8.534,0,0,0,0.123,6.243,7.015,0,0,-9.052,1,0.7,0.2657319041050323,3066.22896939893,28.57142857142857,19.607843137254903,1.0893246187363834,4698.986,0.3333333333333333,14408164
73,21_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.032,0.032,0.032,0.032,,,0.032,0.032,0.051,0.032,0.043,0.024,0.038,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,66.34,96.17,504.76,269.87,0,0,0,1494.52,553.9,643.63,0,0,-1.087,0.106,-29.305,8.257,0,0,0,0.11,6.166,6.929,0,0,-8.825,1,0.7,0.2657319041050323,3071.8778792015014,31.25,19.607843137254903,1.0893246187363834,4688.8,0.3333333333333333,14403416
74,2_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.164,0.164,0.164,0.164,,,0.164,0.164,0.051,0.164,0.097,0.024,0.078,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,245.67,101.98,487.63,241.48,0,0,0,1468.81,537.37,635.54,0,0,0.354,0,-0.909,0.277,0,0,0,0.002,0.125,0.139,0,0,-0.013,1,0.7,0.2657319041050323,3073.011691188213,6.097560975609756,19.607843137254903,1.0893246187363834,4778.043,0.3333333333333333,14682981
75,3_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.116,0.116,0.116,0.116,,,0.116,0.116,0.051,0.116,0.078,0.024,0.064,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,173.59,102.48,489.6,242.76,0,0,0,1470.44,538.77,636.22,0,0,0.363,0,-1.26,0.39,0,0,0,0.003,0.186,0.205,0,0,-0.113,1,0.7,0.2657319041050323,3064.3584968277046,8.620689655172413,19.607843137254903,1.0893246187363834,4757.911,0.3333333333333333,14579944
76,4_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.09,0.09,0.09,0.09,,,0.09,0.09,0.051,0.09,0.067,0.024,0.056,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,135.03,102.73,490.6,243.42,0,0,0,1471.27,539.48,636.57,0,0,0.29,0,-1.26,0.394,0,0,0,0.003,0.187,0.206,0,0,-0.18,1,0.7,0.2657319041050323,3061.174232803218,11.11111111111111,19.607843137254903,1.0893246187363834,4744.187,0.3333333333333333,14522778
77,5_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.073,0.073,0.073,0.073,,,0.073,0.073,0.051,0.073,0.06,0.024,0.051,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,109.81,102.89,491.24,243.83,0,0,0,1471.79,539.93,636.79,0,0,0.24,0,-1.259,0.396,0,0,0,0.003,0.188,0.206,0,0,-0.226,1,0.7,0.2657319041050323,3059.74625991885,13.698630136986303,19.607843137254903,1.0893246187363834,4734.924,0.3333333333333333,14487662
78,6_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.062,0.062,0.062,0.062,,,0.062,0.062,0.051,0.062,0.055,0.024,0.047,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,92.81,102.99,491.65,244.1,0,0,0,1472.14,540.22,636.94,0,0,0.243,0.106,-1.489,0.465,0,0,0,0.004,0.207,0.206,0,0,-0.259,1,0.7,0.2657319041050323,3062.4952349487917,16.129032258064516,19.607843137254903,1.0893246187363834,4721.88,0.3333333333333333,14460728
79,7_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.054,0.054,0.054,0.054,,,0.054,0.054,0.051,0.054,0.052,0.024,0.045,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,73.25,96.32,492.07,256.81,0,0,0,1473.31,541.13,637.38,0,0,0.213,0.106,-1.489,0.466,0,0,0,0.004,0.207,0.207,0,0,-0.286,1,0.7,0.2657319041050323,3046.7634933036447,18.51851851851852,19.607843137254903,1.0893246187363834,4734.441,0.3333333333333333,14424718
80,8_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.047,0.047,0.047,0.047,,,0.047,0.047,0.051,0.047,0.049,0.024,0.043,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,64.32,96.38,492.26,256.97,0,0,0,1473.52,541.31,637.47,0,0,0.19,0.106,-1.489,0.467,0,0,0,0.004,0.208,0.207,0,0,-0.307,1,0.7,0.2657319041050323,3062.673835745421,21.27659574468085,19.607843137254903,1.0893246187363834,4705.951,0.3333333333333333,14412787
81,9_0_0_0_0_0_0_ok,ok,Business,chennai,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.042,0.042,0.042,0.042,,,0.042,0.042,0.051,0.042,0.047,0.024,0.041,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,57.53,96.42,492.4,257.08,0,0,0,1473.6799999999998,541.44,637.53,0,0,0.173,0.106,-1.489,0.468,0,0,0,0.004,0.208,0.207,0,0,-0.324,1,0.7,0.2657319041050323,3053.9038998921515,23.809523809523807,19.607843137254903,1.0893246187363834,4715.874,0.3333333333333333,14401819
