,FileName,ProjectName,ProjectTypology,Location,Floor-Total-Above-Grade(SQFT),Floor-Total-Below-Grade(SQFT),Floor-Total-Conditioned-Grade(SQFT),Floor-Total-UnConditioned-Grade(SQFT),Wall-Total-Above-Grade(SQFT),Power Lighting Total(W),Equipment-Total(W),N-Wall-Area(SQFT),S-Wall-Area(SQFT),E-Wall-Area(SQFT),W-Wall-Area(SQFT),NE-Wall-Area(SQFT),NW-Wall-Area(SQFT),SE-Wall-Area(SQFT),SW-Wall-Area(SQFT),ROOF-AREA(SQFT),ALL WALLS-Wall-AREA(SQFT),WALLS+ROOFS-AREA(SQFT),UNDERGRND-Wall-AREA(SQFT),BUILDING-Wall-AREA(SQFT),N-Wall-U-Value(BTU/HR-SQFT-F),S-Wall-U-Value(BTU/HR-SQFT-F),E-Wall-U-Value(BTU/HR-SQFT-F),W-Wall-U-Value(BTU/HR-SQFT-F),NE-Wall-U-Value(BTU/HR-SQFT-F),NW-Wall-U-Value(BTU/HR-SQFT-F),SE-Wall-U-Value(BTU/HR-SQFT-F),SW-Wall-U-Value(BTU/HR-SQFT-F),ROOF-U-Value(BTU/HR-SQFT-F),ALL WALLS-Wall-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-U-Value(BTU/HR-SQFT-F),UNDERGRND-Wall-U-Value(BTU/HR-SQFT-F),BUILDING-Wall-U-Value(BTU/HR-SQFT-F),N-Window-Area(SQFT),S-Window-Area(SQFT),E-Window-Area(SQFT),W-Window-Area(SQFT),NE-Window-Area(SQFT),NW-Window-Area(SQFT),SE-Window-Area(SQFT),SW-Window-Area(SQFT),ROOF-Window-Area(SQFT),ALL WALLS-Window-AREA(SQFT),WALLS+ROOFS-Window-AREA(SQFT),UNDERGRND-Window-AREA(SQFT),BUILDING-Window-AREA(SQFT),N-Window-U-Value(BTU/HR-SQFT-F),S-Window-U-Value(BTU/HR-SQFT-F),E-Window-U-Value(BTU/HR-SQFT-F),W-Window-U-Value(BTU/HR-SQFT-F),NE-Window-U-Value(BTU/HR-SQFT-F),NW-Window-U-Value(BTU/HR-SQFT-F),SE-Window-U-Value(BTU/HR-SQFT-F),SW-Window-U-Value(BTU/HR-SQFT-F),ROOF-Window-U-Value(BTU/HR-SQFT-F),ALL WALLS-Window-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-Window-U-Value(BTU/HR-SQFT-F),UNDERGRND-Window-U-Value(BTU/HR-SQFT-F),BUILDING-Window-U-Value(BTU/HR-SQFT-F),WALL CONDUCTION,ROOF CONDUCTION,WINDOW GLASS+FRM COND,WINDOW GLASS SOLAR,DOOR CONDUCTION,INTERNAL SURFACE COND,UNDERGROUND SURF COND,OCCUPANTS TO SPACE,LIGHT TO SPACE,EQUIPMENT TO SPACE,PROCESS TO SPACE,INFILTRATION,WALL CONDUCTION_loss,ROOF CONDUCTION_loss,WINDOW GLASS+FRM COND_loss,WINDOW GLASS SOLAR_loss,DOOR CONDUCTION_loss,INTERNAL SURFACE COND_loss,UNDERGROUND SURF COND_loss,OCCUPANTS TO SPACE_loss,LIGHT TO SPACE_loss,EQUIPMENT TO SPACE_loss,PROCESS TO SPACE_loss,INFILTRATION_loss,TOTAL-LOAD(KW)_loss,WWR,Equip(W/Sqft),Light(W/Sqft),EFLH,R-VAL-W,R-VAL-R,R-VAL-Wind,TOTAL-LOAD(KW),SHGC,Energy_Outcome(KWH)
54,0_5_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,,,0.118,0.118,0.079,0.118,0.095,0.024,0.077,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,215.53,203.93,585.19,233.16,0,0,0,1464.92,535.16,634.61,0,0,2.708,0.037,-277.099,71.551,0,0,0,0,19.935,22.568,0,0,-160.3,0.2657319041050323,1,0.7,2927.455650489856,8.474576271186441,12.658227848101266,1.0893246187363834,4938.386,0.3333333333333333,14456905
55,0_6_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,,,0.118,0.118,0.066,0.118,0.087,0.024,0.071,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,215.84,170.71,585.71,233.49,0,0,0,1465.31,535.46,634.76,0,0,2.765,0.332,-277.245,71.977,0,0,0,0,19.968,22.584,0,0,-159.618,0.2657319041050323,1,0.7,2921.3811466309267,8.474576271186441,15.15151515151515,1.0893246187363834,4922.229,0.3333333333333333,14379707
56,0_7_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,,,0.118,0.118,0.057,0.118,0.082,0.024,0.067,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,216.07,146.6,586.09,233.72,0,0,0,1465.58,535.68,634.86,0,0,2.832,0.83,-276.648,72.063,0,0,0,0,19.671,22.234,0,0,-159.017,0.2657319041050323,1,0.7,2915.6643205770647,8.474576271186441,17.543859649122805,1.0893246187363834,4913.14,0.3333333333333333,14325060
57,0_8_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,,,0.118,0.118,0.05,0.118,0.078,0.024,0.064,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,216.24,128.3,586.37,233.9,0,0,0,1465.79,535.84,634.94,0,0,2.648,1.258,-275.292,71.274,0,0,0,0,19.436,22.119,0,0,-158.557,0.2657319041050323,1,0.7,2909.410178017843,8.474576271186441,20,1.0893246187363834,4909.227,0.3333333333333333,14282951
58,0_9_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,,,0.118,0.118,0.044,0.118,0.074,0.024,0.061,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,216.38,114.08,586.59,234.03,0,0,0,1465.94,535.96,635,0,0,2.671,1.508,-275.353,71.445,0,0,0,0,19.449,22.125,0,0,-158.154,0.2657319041050323,1,0.7,2904.908088598642,8.474576271186441,22.72727272727273,1.0893246187363834,4907.389,0.3333333333333333,14255509
59,10_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.038,0.038,0.038,0.038,,,0.038,0.038,0.051,0.038,0.046,0.024,0.04,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,68.21,127.25,589.19,228.25,0,0,0,1472.86,540.83,637.24,0,0,8.816,10.736,-291.724,83.355,0,0,0,0,19.589,22.174,0,0,-147.055,0.2657319041050323,1,0.7,2867.8526838353464,26.315789473684212,19.607843137254903,1.0893246187363834,4840.908,0.3333333333333333,13883007
60,11_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.035,0.035,0.035,0.035,,,0.035,0.035,0.051,0.035,0.044,0.024,0.039,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,62.37,127.29,589.32,228.33,0,0,0,1472.9499999999998,540.91,637.28,0,0,8.252,10.737,-291.757,83.449,0,0,0,0,19.596,22.177,0,0,-147.545,0.2657319041050323,1,0.7,2873.842291059449,28.57142857142857,19.607843137254903,1.0893246187363834,4828.718,0.3333333333333333,13876970
61,12_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.032,0.032,0.032,0.032,,,0.032,0.032,0.051,0.032,0.043,0.024,0.038,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,57.35,127.31,589.41,228.39,0,0,0,1473.01,540.97,637.3,0,0,7.777,10.738,-291.777,83.507,0,0,0,0,19.6,22.18,0,0,-147.975,0.2657319041050323,1,0.7,2872.31258918519,31.25,19.607843137254903,1.0893246187363834,4829.137,0.3333333333333333,13870784
62,13_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.09,0.09,0.09,0.09,,,0.09,0.09,0.051,0.09,0.067,0.024,0.056,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,254.26,126.91,598.31,243.99,0,0,0,1487.74,548.44,641,0,0,-83.735,11.216,-311.315,78.597,0,0,0,0,21.705,23.143,0,0,-260.389,0.2657319041050323,1,0.7,2870.497899872008,11.11111111111111,19.607843137254903,1.0893246187363834,4948.746,0.3333333333333333,14205361
63,14_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.073,0.073,0.073,0.073,,,0.073,0.073,0.051,0.073,0.06,0.024,0.051,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,206.34,127.1,599.27,244.61,0,0,0,1488.77,549.21,641.38,0,0,-66.714,11.238,-311.762,78.856,0,0,0,0,20.43,23.164,0,0,-244.788,0.2657319041050323,1,0.7,2872.1913756421563,13.698630136986303,19.607843137254903,1.0893246187363834,4933.376,0.3333333333333333,14169595
64,15_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.062,0.062,0.062,0.062,,,0.062,0.062,0.051,0.062,0.055,0.024,0.047,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,173.1,127.23,599.91,245.03,0,0,0,1489.4499999999998,549.73,641.64,0,0,-55.702,11.253,-312.059,79.021,0,0,0,0,20.459,23.179,0,0,-233.849,0.2657319041050323,1,0.7,2873.81269513252,16.129032258064516,19.607843137254903,1.0893246187363834,4921.335,0.3333333333333333,14142990
65,16_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.054,0.054,0.054,0.054,,,0.054,0.054,0.051,0.054,0.052,0.024,0.045,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,148.47,127.33,600.38,245.33,0,0,0,1489.94,550.11,641.82,0,0,-47.441,11.264,-312.271,79.132,0,0,0,0,20.481,23.19,0,0,-225.645,0.2657319041050323,1,0.7,2875.6098201477143,18.51851851851852,19.607843137254903,1.0893246187363834,4912.309,0.3333333333333333,14125877
66,17_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.047,0.047,0.047,0.047,,,0.047,0.047,0.051,0.047,0.049,0.024,0.043,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,129.49,127.4,600.73,245.55,0,0,0,1490.3,550.39,641.96,0,0,-41.014,11.273,-312.429,79.213,0,0,0,0,20.497,23.198,0,0,-219.262,0.2657319041050323,1,0.7,2877.4977957327346,21.27659574468085,19.607843137254903,1.0893246187363834,4904.124,0.3333333333333333,14111603
67,18_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.042,0.042,0.042,0.042,,,0.042,0.042,0.051,0.042,0.047,0.024,0.041,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,114.26,127.46,600.98,245.71,0,0,0,1490.59,550.62,642.08,0,0,-35.822,11.281,-312.554,79.281,0,0,0,0,20.51,23.204,0,0,-214.099,0.2657319041050323,1,0.7,2877.4259661056108,23.809523809523807,19.607843137254903,1.0893246187363834,4899.749,0.3333333333333333,14098657
68,19_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.038,0.038,0.038,0.038,,,0.038,0.038,0.051,0.038,0.046,0.024,0.04,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,101.77,127.51,601.18,245.83,0,0,0,1490.83,550.81,642.17,0,0,-31.532,11.288,-312.654,79.347,0,0,0,0,20.52,23.209,0,0,-209.822,0.2657319041050323,1,0.7,2877.0802186934147,26.315789473684212,19.607843137254903,1.0893246187363834,4896.901,0.3333333333333333,14088775
69,1_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.278,0.278,0.278,0.278,,,0.278,0.278,0.051,0.278,0.144,0.024,0.113,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,474.51,125.11,578.68,228.41,0,0,0,1461.28,530.96,632.44,0,0,-5.841,7.022,-180.885,27.793,0,0,0,0,12.186,14.022,0,0,-125.704,0.2657319041050323,1,0.7,2955.5063428711305,3.597122302158273,19.607843137254903,1.0893246187363834,4959.426,0.3333333333333333,14657611
70,20_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.035,0.035,0.035,0.035,,,0.035,0.035,0.051,0.035,0.044,0.024,0.039,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,91.22,127.55,601.33,245.92,0,0,0,1491.03,550.96,642.24,0,0,-27.915,11.294,-312.736,79.414,0,0,0,0,20.529,23.214,0,0,-206.2,0.2657319041050323,1,0.7,2877.643791894711,28.57142857142857,19.607843137254903,1.0893246187363834,4893.965,0.3333333333333333,14083083
71,21_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.032,0.032,0.032,0.032,,,0.032,0.032,0.051,0.032,0.043,0.024,0.038,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,82.19,127.58,601.46,245.99,0,0,0,1491.19,551.09,642.3,0,0,-24.809,11.299,-312.801,79.48,0,0,0,0,20.536,23.217,0,0,-203.078,0.2657319041050323,1,0.7,2878.5075774940074,31.25,19.607843137254903,1.0893246187363834,4890.733,0.3333333333333333,14078007
72,2_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.164,0.164,0.164,0.164,,,0.164,0.164,0.051,0.164,0.097,0.024,0.078,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,289.39,126.73,584.07,232.05,0,0,0,1464.6999999999998,534.01,633.93,0,0,4.482,9.609,-207.552,38.056,0,0,0,0,13.213,15.077,0,0,-127.115,0.2657319041050323,1,0.7,2911.3345698750722,6.097560975609756,19.607843137254903,1.0893246187363834,4937.426,0.3333333333333333,14374493
73,3_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.116,0.116,0.116,0.116,,,0.116,0.116,0.051,0.116,0.078,0.024,0.064,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,206.35,127.38,586.2,233.52,0,0,0,1466.04,535.19,634.51,0,0,23.072,10.431,-285.048,77.351,0,0,0,0,19.028,21.645,0,0,-133.521,0.2657319041050323,1,0.7,2895.2845519868397,8.620689655172413,19.607843137254903,1.0893246187363834,4923.371,0.3333333333333333,14254551
74,4_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.09,0.09,0.09,0.09,,,0.09,0.09,0.051,0.09,0.067,0.024,0.056,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,161.33,127.71,587.29,234.26,0,0,0,1466.7199999999998,535.79,634.81,0,0,18.21,10.441,-287.318,79.481,0,0,0,0,19.207,21.81,0,0,-138.17,0.2657319041050323,1,0.7,2889.9759517952893,11.11111111111111,19.607843137254903,1.0893246187363834,4912.217,0.3333333333333333,14196185
75,5_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.073,0.073,0.073,0.073,,,0.073,0.073,0.051,0.073,0.06,0.024,0.051,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,131.66,127.92,587.98,234.73,0,0,0,1467.15,536.17,634.99,0,0,15.474,10.724,-291.373,82.319,0,0,0,0,19.511,22.135,0,0,-141.211,0.2657319041050323,1,0.7,2884.7521810331386,13.698630136986303,19.607843137254903,1.0893246187363834,4906.505,0.3333333333333333,14154046
76,6_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.062,0.062,0.062,0.062,,,0.062,0.062,0.051,0.062,0.055,0.024,0.047,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,110,126.96,588.22,227.62,0,0,0,1472.14,540.22,636.94,0,0,13.224,10.728,-291.487,82.659,0,0,0,0,19.536,22.148,0,0,-143.193,0.2657319041050323,1,0.7,2876.802264669411,16.129032258064516,19.607843137254903,1.0893246187363834,4845.917,0.3333333333333333,13940739
77,7_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.054,0.054,0.054,0.054,,,0.054,0.054,0.051,0.054,0.052,0.024,0.045,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,95.5,127.06,588.56,227.84,0,0,0,1472.39,540.43,637.04,0,0,11.629,10.731,-291.571,82.904,0,0,0,0,19.555,22.157,0,0,-144.595,0.2657319041050323,1,0.7,2870.3933203596216,18.51851851851852,19.607843137254903,1.0893246187363834,4850.321,0.3333333333333333,13922322
78,8_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.047,0.047,0.047,0.047,,,0.047,0.047,0.051,0.047,0.049,0.024,0.043,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,84.12,127.14,588.82,228.01,0,0,0,1472.59,540.6,637.12,0,0,10.424,10.733,-291.635,83.093,0,0,0,0,19.569,22.164,0,0,-145.652,0.2657319041050323,1,0.7,2868.1246512913435,21.27659574468085,19.607843137254903,1.0893246187363834,4848.245,0.3333333333333333,13905367
79,9_0_0_0_0_0_0_admin12,admin12,Business,ahmedabad,651100.0000000003,374014.60000000003,846538.8,687724.3,386630.09,1090565.9650000003,1013045.0999999999,91844.62,88586.45,51130.78,48532.57,,,3049.14,746.57,410761.06,283890.22,694651.25,239605.23,934256.12,0.042,0.042,0.042,0.042,,,0.042,0.042,0.051,0.042,0.047,0.024,0.041,43311.83,42052.41,8202.72,7521.76,,,1340.92,310.29,0,102739.95,102739.95,0,102739.95,0.918,0.918,0.916,0.916,,,0.927,0.92,0,0.918,0.918,0,0.918,75.47,127.2,589.02,228.14,0,0,0,1472.73,540.73,637.19,0,0,9.536,10.735,-291.684,83.236,0,0,0,0,19.58,22.169,0,0,-146.427,0.2657319041050323,1,0.7,2883.4624503008463,23.809523809523807,19.607843137254903,1.0893246187363834,4818.241,0.3333333333333333,13893213
