,FileName,ProjectName,ProjectTypology,Location,Floor-Total-Above-Grade(SQFT),Floor-Total-Below-Grade(SQFT),Floor-Total-Conditioned-Grade(SQFT),Floor-Total-UnConditioned-Grade(SQFT),Wall-Total-Above-Grade(SQFT),Power Lighting Total(W),Equipment-Total(W),N-Wall-Area(SQFT),S-Wall-Area(SQFT),E-Wall-Area(SQFT),W-Wall-Area(SQFT),NE-Wall-Area(SQFT),NW-Wall-Area(SQFT),SE-Wall-Area(SQFT),SW-Wall-Area(SQFT),ROOF-AREA(SQFT),ALL WALLS-Wall-AREA(SQFT),WALLS+ROOFS-AREA(SQFT),UNDERGRND-Wall-AREA(SQFT),BUILDING-Wall-AREA(SQFT),N-Wall-U-Value(BTU/HR-SQFT-F),S-Wall-U-Value(BTU/HR-SQFT-F),E-Wall-U-Value(BTU/HR-SQFT-F),W-Wall-U-Value(BTU/HR-SQFT-F),NE-Wall-U-Value(BTU/HR-SQFT-F),NW-Wall-U-Value(BTU/HR-SQFT-F),SE-Wall-U-Value(BTU/HR-SQFT-F),SW-Wall-U-Value(BTU/HR-SQFT-F),ROOF-U-Value(BTU/HR-SQFT-F),ALL WALLS-Wall-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-U-Value(BTU/HR-SQFT-F),UNDERGRND-Wall-U-Value(BTU/HR-SQFT-F),BUILDING-Wall-U-Value(BTU/HR-SQFT-F),N-Window-Area(SQFT),S-Window-Area(SQFT),E-Window-Area(SQFT),W-Window-Area(SQFT),NE-Window-Area(SQFT),NW-Window-Area(SQFT),SE-Window-Area(SQFT),SW-Window-Area(SQFT),ROOF-Window-Area(SQFT),ALL WALLS-Window-AREA(SQFT),WALLS+ROOFS-Window-AREA(SQFT),UNDERGRND-Window-AREA(SQFT),BUILDING-Window-AREA(SQFT),N-Window-U-Value(BTU/HR-SQFT-F),S-Window-U-Value(BTU/HR-SQFT-F),E-Window-U-Value(BTU/HR-SQFT-F),W-Window-U-Value(BTU/HR-SQFT-F),NE-Window-U-Value(BTU/HR-SQFT-F),NW-Window-U-Value(BTU/HR-SQFT-F),SE-Window-U-Value(BTU/HR-SQFT-F),SW-Window-U-Value(BTU/HR-SQFT-F),ROOF-Window-U-Value(BTU/HR-SQFT-F),ALL WALLS-Window-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-Window-U-Value(BTU/HR-SQFT-F),UNDERGRND-Window-U-Value(BTU/HR-SQFT-F),BUILDING-Window-U-Value(BTU/HR-SQFT-F),WALL CONDUCTION,ROOF CONDUCTION,WINDOW GLASS+FRM COND,WINDOW GLASS SOLAR,DOOR CONDUCTION,INTERNAL SURFACE COND,UNDERGROUND SURF COND,OCCUPANTS TO SPACE,LIGHT TO SPACE,EQUIPMENT TO SPACE,PROCESS TO SPACE,INFILTRATION,WALL CONDUCTION_loss,ROOF CONDUCTION_loss,WINDOW GLASS+FRM COND_loss,WINDOW GLASS SOLAR_loss,DOOR CONDUCTION_loss,INTERNAL SURFACE COND_loss,UNDERGROUND SURF COND_loss,OCCUPANTS TO SPACE_loss,LIGHT TO SPACE_loss,EQUIPMENT TO SPACE_loss,PROCESS TO SPACE_loss,INFILTRATION_loss,TOTAL-LOAD(KW)_loss,Equip(W/Sqft),Light(W/Sqft),WWR,EFLH,R-VAL-W,R-VAL-R,R-VAL-Wind,TOTAL-LOAD(KW),SHGC,Energy_Outcome(KWH),COP
50,0_17_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.054,0.118,0.08,0.024,0.066,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.04,331.94,603.02,249.94,0,0,0,1503.13,555.24,644.22,0,0,-0.44,-101.982,-289.1,56.171,0,0,0,0,20.871,23.353,0,0,-291.128,1,0.7,0.265731888,2862.716636,8.474576271,18.51851852,1.089324619,5015.91,0.333333333,14359123,6.17
51,0_18_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.048,0.118,0.076,0.024,0.063,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.17,294.35,603.4,250.22,0,0,0,1503.68,555.59,644.38,0,0,-0.43,-89.649,-289.302,56.206,0,0,0,0,20.889,23.361,0,0,-278.924,1,0.7,0.265731888,2871.498336,8.474576271,20.83333333,1.089324619,4994.161,0.333333333,14340720,6.17
52,0_19_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.043,0.118,0.073,0.024,0.061,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.27,264,603.69,250.44,0,0,0,1504.09,555.86,644.51,0,0,-0.42,-79.919,-289.456,56.222,0,0,0,0,20.903,23.368,0,0,-269.303,1,0.7,0.265731888,2876.660964,8.474576271,23.25581395,1.089324619,4980.24,0.333333333,14326458,6.17
53,0_1_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.372,0.118,0.268,0.024,0.206,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,203.29,887.4,573.24,224.94,0,0,0,1455.32,527.62,631.01,0,0,-9.449,-50.197,-239.087,52.554,0,0,0,0,19.11,21.921,0,0,-205.148,1,0.7,0.265731888,3022.727116,8.474576271,2.688172043,1.089324619,5220.9,0.333333333,15781357,6.17
54,0_20_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.039,0.118,0.071,0.024,0.059,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.35,238.55,603.91,250.62,0,0,0,1504.43,556.09,644.62,0,0,10.864,-71.127,-307.052,61.315,0,0,0,0,20.915,23.373,0,0,-261.711,1,0.7,0.265731888,2881.395089,8.474576271,25.64102564,1.089324619,4967.855,0.333333333,14314351,6.17
55,0_21_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.035,0.118,0.069,0.024,0.057,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.41,216.49,604.09,250.75,0,0,0,1504.71,556.28,644.71,0,0,10.881,-64.871,-307.148,61.33,0,0,0,0,20.924,23.378,0,0,-255.506,1,0.7,0.265731888,2887.756567,8.474576271,28.57142857,1.089324619,4953.537,0.333333333,14304609,6.17
56,0_22_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.032,0.118,0.067,0.024,0.056,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.46,196.84,604.24,250.85,0,0,0,1504.94,556.44,644.79,0,0,10.9,-59.506,-307.229,61.352,0,0,0,0,20.932,23.382,0,0,-250.17,1,0.7,0.265731888,2891.78596,8.474576271,31.25,1.089324619,4944.534,0.333333333,14298528,6.17
57,0_2_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.193,0.118,0.163,0.024,0.127,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,207.82,479.86,580.6,229.32,0,0,0,1461.39,532.39,633.29,0,0,-8.8,-27.566,-240.899,57.487,0,0,0,0,19.562,22.137,0,0,-178.079,1,0.7,0.265731888,2980.525393,8.474576271,5.18134715,1.089324619,5060.744,0.333333333,15083677,6.17
58,0_3_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.131,0.118,0.125,0.024,0.099,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,209.37,331.04,583.17,230.88,0,0,0,1463.37,533.94,634.03,0,0,1.369,-9.35,-265.238,63.537,0,0,0,0,19.027,21.587,0,0,-169.069,1,0.7,0.265731888,2961.292472,8.474576271,7.633587786,1.089324619,4987.712,0.333333333,14770071,6.17
59,0_4_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.099,0.118,0.107,0.024,0.085,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.15,252.7,584.46,231.67,0,0,0,1464.34,534.7,634.39,0,0,1.466,-7.09,-265.56,64.352,0,0,0,0,19.085,21.605,0,0,-166.142,1,0.7,0.265731888,2949.352302,8.474576271,10.1010101,1.089324619,4947.984,0.333333333,14593345,6.17
60,0_5_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.079,0.118,0.095,0.024,0.077,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.62,203.93,585.24,232.15,0,0,0,1464.92,535.16,634.61,0,0,1.523,-5.557,-265.755,64.841,0,0,0,0,19.128,21.626,0,0,-164.193,1,0.7,0.265731888,2939.094946,8.474576271,12.65822785,1.089324619,4926.225,0.333333333,14478641,6.17
61,0_6_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.066,0.118,0.087,0.024,0.071,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.94,170.71,585.76,232.47,0,0,0,1465.31,535.46,634.76,0,0,1.735,-3.302,-267.381,65.686,0,0,0,0,18.984,21.449,0,0,-162.828,1,0.7,0.265731888,2929.179618,8.474576271,15.15151515,1.089324619,4915.647,0.333333333,14398812,6.17
62,0_7_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.057,0.118,0.082,0.024,0.067,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,211.16,146.6,586.14,232.7,0,0,0,1465.58,535.68,634.86,0,0,1.764,-2.498,-267.477,65.928,0,0,0,0,19.004,21.459,0,0,-161.819,1,0.7,0.265731888,2926.295055,8.474576271,17.54385965,1.089324619,4902.534,0.333333333,14346261,6.17
63,0_8_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.05,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,211.33,128.3,586.42,232.88,0,0,0,1465.79,535.84,634.94,0,0,1.13,-1.57,-263.017,62.858,0,0,0,0,18.516,21.051,0,0,-161.032,1,0.7,0.265731888,2918.436571,8.474576271,20,1.089324619,4900.689,0.333333333,14302349,6.17
64,0_9_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.044,0.118,0.074,0.024,0.061,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,211.47,114.08,586.64,233.01,0,0,0,1465.94,535.96,635,0,0,1.143,-1.062,-263.071,62.981,0,0,0,0,18.527,21.057,0,0,-160.424,1,0.7,0.265731888,2916.101066,8.474576271,22.72727273,1.089324619,4894.651,0.333333333,14273295,6.17
65,10_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.038,0.038,0.038,0.038,0.038,,0.038,,0.051,0.038,0.046,0.024,0.04,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,67.85,127.25,590.47,227.37,0,0,0,1472.86,540.83,637.24,0,0,7.849,6.877,-281.294,78.27,0,0,0,0,18.851,21.393,0,0,-148.053,1,0.7,0.265731888,2873.445737,26.31578947,19.60784314,1.089324619,4836.376,0.333333333,13897057,6.17
66,11_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.035,0.035,0.035,0.035,0.035,,0.035,,0.051,0.035,0.044,0.024,0.039,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,62.06,127.29,590.6,227.46,0,0,0,1472.95,540.91,637.28,0,0,7.68,6.877,-285.142,81.222,0,0,0,0,19.145,21.723,0,0,-148.495,1,0.7,0.265731888,2885.859119,28.57142857,19.60784314,1.089324619,4813.017,0.333333333,13889685,6.17
67,12_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.032,0.032,0.032,0.032,0.032,,0.032,,0.051,0.032,0.043,0.024,0.038,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,57.09,127.31,590.68,227.52,0,0,0,1473.01,540.97,637.3,0,0,7.242,6.878,-285.162,81.283,0,0,0,0,19.149,21.726,0,0,-148.884,1,0.7,0.265731888,2869.492591,31.25,19.60784314,1.089324619,4838.936,0.333333333,13885285,6.17
68,14_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.073,0.073,0.073,0.073,0.073,,0.073,,0.051,0.073,0.06,0.024,0.051,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,205.03,127.1,599.32,243.7,0,0,0,1488.77,549.21,641.38,0,0,-66.693,11.238,-311.888,77.849,0,0,0,0,20.43,23.164,0,0,-245.9,1,0.7,0.265731888,2878.502633,13.69863014,19.60784314,1.089324619,4928.757,0.333333333,14187437,6.17
69,15_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.062,0.062,0.062,0.062,0.062,,0.062,,0.051,0.062,0.055,0.024,0.047,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,171.7,127.23,599.97,244.12,0,0,0,1489.45,549.73,641.64,0,0,-55.681,11.253,-312.184,78.028,0,0,0,0,20.459,23.179,0,0,-234.946,1,0.7,0.265731888,2879.920248,16.12903226,19.60784314,1.089324619,4917.715,0.333333333,14162621,6.17
70,16_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.054,0.054,0.054,0.054,0.054,,0.054,,0.051,0.054,0.052,0.024,0.045,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,146.97,127.33,600.44,244.43,0,0,0,1489.94,550.11,641.82,0,0,-47.419,11.264,-312.395,78.148,0,0,0,0,20.481,23.19,0,0,-226.731,1,0.7,0.265731888,2881.067314,18.51851852,19.60784314,1.089324619,4908.844,0.333333333,14142705,6.17
71,17_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.047,0.047,0.047,0.047,0.047,,0.047,,0.051,0.047,0.049,0.024,0.043,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,127.89,127.4,600.78,244.65,0,0,0,1490.3,550.39,641.96,0,0,-40.99,11.273,-312.552,78.235,0,0,0,0,20.497,23.198,0,0,-220.34,1,0.7,0.265731888,2881.531493,21.27659574,19.60784314,1.089324619,4902.822,0.333333333,14127631,6.17
72,18_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.042,0.042,0.042,0.042,0.042,,0.042,,0.051,0.042,0.047,0.024,0.041,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,112.57,127.46,601.04,244.81,0,0,0,1490.59,550.62,642.08,0,0,-35.797,11.281,-312.677,78.309,0,0,0,0,20.51,23.204,0,0,-215.171,1,0.7,0.265731888,2882.354851,23.80952381,19.60784314,1.089324619,4897.21,0.333333333,14115491,6.17
73,19_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.038,0.038,0.038,0.038,0.038,,0.038,,0.051,0.038,0.046,0.024,0.04,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,100,127.51,601.24,244.93,0,0,0,1490.83,550.81,642.17,0,0,-31.508,11.288,-312.777,78.38,0,0,0,0,20.52,23.209,0,0,-210.888,1,0.7,0.265731888,2882.776441,26.31578947,19.60784314,1.089324619,4892.984,0.333333333,14105374,6.17
74,1_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.278,0.278,0.278,0.278,0.278,,0.278,,0.051,0.278,0.144,0.024,0.113,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,468.61,125.11,578.71,227.2,0,0,0,1461.28,530.96,632.44,0,0,-13.826,2.85,-165.705,22.54,0,0,0,0,11.473,13.309,0,0,-129.36,1,0.7,0.265731888,2965.69169,3.597122302,19.60784314,1.089324619,4950.958,0.333333333,14683012,6.17
75,20_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.035,0.035,0.035,0.035,0.035,,0.035,,0.051,0.035,0.044,0.024,0.039,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,89.39,127.55,601.39,245.02,0,0,0,1491.03,550.96,642.24,0,0,-27.89,11.294,-312.859,78.452,0,0,0,0,20.529,23.214,0,0,-207.26,1,0.7,0.265731888,2883.173631,28.57142857,19.60784314,1.089324619,4890.36,0.333333333,14099752,6.17
76,21_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.032,0.032,0.032,0.032,0.032,,0.032,,0.051,0.032,0.043,0.024,0.038,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,80.32,127.58,601.51,245.09,0,0,0,1491.19,551.09,642.3,0,0,-24.782,11.299,-312.923,78.524,0,0,0,0,20.536,23.217,0,0,-204.129,1,0.7,0.265731888,2883.267997,31.25,19.60784314,1.089324619,4888.291,0.333333333,14094247,6.17
77,2_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.164,0.164,0.164,0.164,0.164,,0.164,,0.051,0.164,0.097,0.024,0.078,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,286.72,126.73,584.11,230.87,0,0,0,1464.7,534.01,633.93,0,0,10.966,5.387,-223.517,46.392,0,0,0,0,14.645,16.769,0,0,-129.358,1,0.7,0.265731888,2922.597758,6.097560976,19.60784314,1.089324619,4923.953,0.333333333,14390730,6.17
78,3_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.116,0.116,0.116,0.116,0.116,,0.116,,0.051,0.116,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,204.62,127.38,586.24,232.35,0,0,0,1466.04,535.19,634.51,0,0,19.52,6.336,-271.813,70.773,0,0,0,0,18.065,20.599,0,0,-136.521,1,0.7,0.265731888,2906.07483,8.620689655,19.60784314,1.089324619,4912.187,0.333333333,14275181,6.17
79,4_0_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.09,0.09,0.09,0.09,0.09,,0.09,,0.051,0.09,0.067,0.024,0.056,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,157.59,126.61,588.31,225.98,0,0,0,1471.27,539.48,636.57,0,0,15.836,6.505,-275.696,73.569,0,0,0,0,18.378,20.921,0,0,-140.486,1,0.7,0.265731888,2897.246362,11.11111111,19.60784314,1.089324619,4838.69,0.333333333,14018876,6.17
