,FileName,ProjectName,ProjectTypology,Location,Floor-Total-Above-Grade(SQFT),Floor-Total-Below-Grade(SQFT),Floor-Total-Conditioned-Grade(SQFT),Floor-Total-UnConditioned-Grade(SQFT),Wall-Total-Above-Grade(SQFT),Power Lighting Total(W),Equipment-Total(W),N-Wall-Area(SQFT),S-Wall-Area(SQFT),E-Wall-Area(SQFT),W-Wall-Area(SQFT),NE-Wall-Area(SQFT),NW-Wall-Area(SQFT),SE-Wall-Area(SQFT),SW-Wall-Area(SQFT),ROOF-AREA(SQFT),ALL WALLS-Wall-AREA(SQFT),WALLS+ROOFS-AREA(SQFT),UNDERGRND-Wall-AREA(SQFT),BUILDING-Wall-AREA(SQFT),N-Wall-U-Value(BTU/HR-SQFT-F),S-Wall-U-Value(BTU/HR-SQFT-F),E-Wall-U-Value(BTU/HR-SQFT-F),W-Wall-U-Value(BTU/HR-SQFT-F),NE-Wall-U-Value(BTU/HR-SQFT-F),NW-Wall-U-Value(BTU/HR-SQFT-F),SE-Wall-U-Value(BTU/HR-SQFT-F),SW-Wall-U-Value(BTU/HR-SQFT-F),ROOF-U-Value(BTU/HR-SQFT-F),ALL WALLS-Wall-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-U-Value(BTU/HR-SQFT-F),UNDERGRND-Wall-U-Value(BTU/HR-SQFT-F),BUILDING-Wall-U-Value(BTU/HR-SQFT-F),N-Window-Area(SQFT),S-Window-Area(SQFT),E-Window-Area(SQFT),W-Window-Area(SQFT),NE-Window-Area(SQFT),NW-Window-Area(SQFT),SE-Window-Area(SQFT),SW-Window-Area(SQFT),ROOF-Window-Area(SQFT),ALL WALLS-Window-AREA(SQFT),WALLS+ROOFS-Window-AREA(SQFT),UNDERGRND-Window-AREA(SQFT),BUILDING-Window-AREA(SQFT),N-Window-U-Value(BTU/HR-SQFT-F),S-Window-U-Value(BTU/HR-SQFT-F),E-Window-U-Value(BTU/HR-SQFT-F),W-Window-U-Value(BTU/HR-SQFT-F),NE-Window-U-Value(BTU/HR-SQFT-F),NW-Window-U-Value(BTU/HR-SQFT-F),SE-Window-U-Value(BTU/HR-SQFT-F),SW-Window-U-Value(BTU/HR-SQFT-F),ROOF-Window-U-Value(BTU/HR-SQFT-F),ALL WALLS-Window-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-Window-U-Value(BTU/HR-SQFT-F),UNDERGRND-Window-U-Value(BTU/HR-SQFT-F),BUILDING-Window-U-Value(BTU/HR-SQFT-F),WALL CONDUCTION,ROOF CONDUCTION,WINDOW GLASS+FRM COND,WINDOW GLASS SOLAR,DOOR CONDUCTION,INTERNAL SURFACE COND,UNDERGROUND SURF COND,OCCUPANTS TO SPACE,LIGHT TO SPACE,EQUIPMENT TO SPACE,PROCESS TO SPACE,INFILTRATION,WALL CONDUCTION_loss,ROOF CONDUCTION_loss,WINDOW GLASS+FRM COND_loss,WINDOW GLASS SOLAR_loss,DOOR CONDUCTION_loss,INTERNAL SURFACE COND_loss,UNDERGROUND SURF COND_loss,OCCUPANTS TO SPACE_loss,LIGHT TO SPACE_loss,EQUIPMENT TO SPACE_loss,PROCESS TO SPACE_loss,INFILTRATION_loss,TOTAL-LOAD(KW)_loss,Equip(W/Sqft),Light(W/Sqft),WWR,EFLH,R-VAL-W,R-VAL-R,R-VAL-Wind,TOTAL-LOAD(KW),SHGC,Energy_Outcome(KWH),COP
20,0_0_0_0_0_5_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,67516.27,66779.29,28029.08,29668.62,528.3,,800.41,,410761.06,193321.97,604082.94,239605.23,843687.81,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.072,0.024,0.059,67512.65,66774.8,28025.23,29664.87,528.56,,801.97,,0,193308.12,193308.12,0,193308.12,0.883,0.883,0.883,0.883,0.883,,0.883,,0,0.883,0.883,0,0.883,139.5,124.38,965.97,472.88,0,0,0,1469.05,535.26,634.58,0,0,10.181,11.51,-540.863,135.817,0,0,0,0,22.829,24.468,0,0,-336.058,1,0.7,0.499982205,2890.255405,8.474576271,19.60784314,1.132502831,5081.781,0.333333333,14687640,6.17
21,0_0_0_0_1_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,460278.93,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.65,126.75,592.99,238.28,0,0,0,1481.11,181.59,639.21,0,0,3.232,6.936,-286.567,68.545,0,0,0,0,6.637,22.645,0,0,-178.573,1,0.3,0.265731888,2893.525164,8.474576271,19.60784314,1.089324619,4128.985,0.333333333,11947328,6.17
22,0_0_0_0_2_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,613705.24,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.65,126.75,592.99,238.28,0,0,0,1481.11,242.12,639.21,0,0,3.232,6.936,-286.567,68.545,0,0,0,0,8.849,22.645,0,0,-176.36,1,0.4,0.265731888,2920.910102,8.474576271,19.60784314,1.089324619,4280.18,0.333333333,12502023,6.17
23,0_0_0_0_3_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,767131.55,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.65,126.75,592.99,238.28,0,0,0,1481.11,302.65,639.21,0,0,3.232,6.936,-286.567,68.545,0,0,0,0,11.061,22.645,0,0,-174.148,1,0.5,0.265731888,2939.585913,8.474576271,19.60784314,1.089324619,4440.322,0.333333333,13052712,6.17
24,0_0_0_0_4_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,920557.86,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.65,126.75,592.99,238.28,0,0,0,1481.11,363.18,639.21,0,0,2.425,6.936,-281.897,65.319,0,0,0,0,13.028,22.222,0,0,-171.966,1,0.6,0.265731888,2953.610198,8.474576271,19.60784314,1.089324619,4604.568,0.333333333,13600093,6.17
25,0_0_0_0_5_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1073984.17,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.65,126.75,592.99,238.28,0,0,0,1481.11,423.71,639.21,0,0,2.425,6.936,-281.897,65.319,0,0,0,0,15.199,22.222,0,0,-169.795,1,0.7,0.265731888,2957.218665,8.474576271,19.60784314,1.089324619,4785.615,0.333333333,14152109,6.17
26,0_0_0_0_6_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1227410.48,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.65,126.75,592.99,238.28,0,0,0,1481.11,484.24,639.21,0,0,1.769,6.936,-278.207,62.843,0,0,0,0,17.119,21.897,0,0,-167.642,1,0.8,0.265731888,2934.673223,8.474576271,19.60784314,1.089324619,5009.416,0.333333333,14700992,6.17
27,0_0_0_0_7_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1380836.79,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.65,126.75,592.99,238.28,0,0,0,1481.11,544.77,639.21,0,0,1.769,6.936,-278.207,62.843,0,0,0,0,19.259,21.897,0,0,-165.503,1,0.9,0.265731888,2947.102231,8.474576271,19.60784314,1.089324619,5174.982,0.333333333,15251196,6.17
28,0_0_0_0_8_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1534263.1,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.65,126.75,592.99,238.28,0,0,0,1481.11,605.3,639.21,0,0,1.769,6.936,-278.207,62.843,0,0,0,0,21.399,21.897,0,0,-163.363,1,1,0.265731888,2957.242524,8.474576271,19.60784314,1.089324619,5342.785,0.333333333,15799908,6.17
29,0_0_0_1_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.811,0.81,0.808,0.809,0.813,,0.837,,0,0.81,0.81,0,0.81,211.51,127.17,536.01,239.1,0,0,0,1483.53,546.48,640.05,0,0,0.887,4.853,-248.479,60.483,0,0,0,0,18.865,21.386,0,0,-142.004,1,0.7,0.265731888,2933.023608,8.474576271,19.60784314,1.234567901,4887.991,0.333333333,14336588,6.17
30,0_0_0_2_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.609,0.608,0.605,0.606,0.611,,0.642,,0,0.608,0.608,0,0.608,213.19,127.98,421.95,239.78,0,0,0,1488.25,549.8,641.7,0,0,-10.47,1.026,-171.925,48.72,0,0,0,0,17.227,19.484,0,0,-95.938,1,0.7,0.265731888,2972.892071,8.474576271,19.60784314,1.644736842,4832.313,0.333333333,14365941,6.17
31,0_0_0_3_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.494,0.493,0.49,0.492,0.497,,0.531,,0,0.494,0.494,0,0.494,214.18,128.45,353.44,240.72,0,0,0,1491,551.73,642.66,0,0,-18.481,1.015,-101.388,21.261,0,0,0,0,11.601,13.143,0,0,-72.849,1,0.7,0.265731888,2995.500832,8.474576271,19.60784314,2.024291498,4803.333,0.333333333,14388381,6.17
32,0_0_0_4_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.421,0.42,0.416,0.418,0.424,,0.461,,0,0.42,0.42,0,0.42,214.82,128.76,307.74,241.33,0,0,0,1492.8,553,643.28,0,0,-18.893,0.927,-85.278,19.137,0,0,0,0,11.206,12.686,0,0,-60.215,1,0.7,0.265731888,2983.708547,8.474576271,19.60784314,2.380952381,4828.667,0.333333333,14407331,6.17
33,0_0_0_5_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.37,0.368,0.365,0.367,0.373,,0.411,,0,0.369,0.369,0,0.369,215.28,128.98,275.08,241.76,0,0,0,1494.07,553.89,643.73,0,0,-19.169,0.886,-73.828,17.811,0,0,0,0,10.945,12.373,0,0,-50.98,1,0.7,0.265731888,3013.472118,8.474576271,19.60784314,2.7100271,4785.068,0.333333333,14419666,6.17
34,0_0_0_6_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.332,0.331,0.327,0.329,0.335,,0.375,,0,0.331,0.331,0,0.331,215.62,129.14,250.58,242.08,0,0,0,1495.02,554.55,644.06,0,0,-19.373,0.844,-64.36,16.154,0,0,0,0,10.649,12.024,0,0,-44.063,1,0.7,0.265731888,2991.220347,8.474576271,19.60784314,3.021148036,4823.653,0.333333333,14428609,6.17
35,0_0_0_7_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.303,0.302,0.298,0.3,0.306,,0.347,,0,0.302,0.302,0,0.302,208.04,121.9,219.62,262.87,0,0,0,1499.3,558.01,645.71,0,0,-19.387,0.846,-58.911,16.187,0,0,0,0,10.664,12.031,0,0,-38.57,1,0.7,0.265731888,2958.074551,8.474576271,19.60784314,3.311258278,4832.411,0.333333333,14294633,6.17
36,0_0_0_8_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.28,0.279,0.275,0.277,0.283,,0.325,,0,0.279,0.279,0,0.279,208.24,121.99,205.43,263.09,0,0,0,1499.89,558.43,645.92,0,0,-19.437,0.825,-53.906,15.912,0,0,0,0,10.601,11.952,0,0,-34.053,1,0.7,0.265731888,3011.756493,8.474576271,19.60784314,3.584229391,4748.61,0.333333333,14301652,6.17
37,0_0_1_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.65,126.75,591.92,207.71,0,0,0,1481.11,544.77,639.21,0,0,3.232,6.936,-286.704,59.751,0,0,0,0,19.911,22.645,0,0,-174.23,1,0.7,0.265731888,2908.369371,8.474576271,19.60784314,1.089324619,4892.578,0.287356322,14229421,6.17
38,0_0_2_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.65,126.75,593.36,249.01,0,0,0,1481.11,544.77,639.21,0,0,1.769,6.936,-278.162,65.673,0,0,0,0,19.259,21.897,0,0,-162.629,1,0.7,0.265731888,2924.132326,8.474576271,19.60784314,1.089324619,4909.245,0.344827586,14355277,6.17
39,0_0_3_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.65,126.75,596.25,331.36,0,0,0,1481.11,544.77,639.21,0,0,-0.542,4.586,-261.643,76.657,0,0,0,0,18.219,20.698,0,0,-142.026,1,0.7,0.265731888,2957.72705,8.474576271,19.60784314,1.089324619,4943.161,0.459770115,14620519,6.17
40,0_0_4_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.65,126.75,599.14,413.39,0,0,0,1481.11,544.77,639.21,0,0,-1.27,3.986,-252.209,89.593,0,0,0,0,17.086,19.503,0,0,-123.31,1,0.7,0.265731888,2993.842744,8.474576271,19.60784314,1.089324619,4976.243,0.574712644,14898087,6.17
41,0_0_5_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,210.65,126.75,602.04,495.1,0,0,0,1481.11,544.77,639.21,0,0,-13.162,3.043,-171.832,43.662,0,0,0,0,11.236,12.886,0,0,-114.168,1,0.7,0.265731888,3027.095018,8.474576271,19.60784314,1.089324619,5010.22,0.689655172,15166408,6.17
42,0_0_6_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.051,0.118,0.078,0.024,0.064,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,164.37,85.01,435.64,835.12,0,0,0,1483.97,547.2,640.35,0,0,-13.7,2.812,-166.078,46.483,0,0,0,0,10.845,12.435,0,0,-107.204,1,0.7,0.265731888,3069.569215,8.474576271,19.60784314,1.089324619,4983.368,0.804597701,15296790,6.17
43,0_10_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.04,0.118,0.072,0.024,0.059,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,211.54,102.48,586.77,233.09,0,0,0,1466.04,536.04,635.03,0,0,1.151,-0.627,-263.102,63.053,0,0,0,0,18.534,21.06,0,0,-159.931,1,0.7,0.265731888,2911.887934,8.474576271,25,1.089324619,4892.667,0.333333333,14246895,6.17
44,0_11_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.036,0.118,0.07,0.024,0.058,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,211.62,93,586.89,233.17,0,0,0,1466.13,536.11,635.07,0,0,1.159,-0.242,-263.132,63.121,0,0,0,0,18.54,21.063,0,0,-159.49,1,0.7,0.265731888,2973.632418,8.474576271,27.77777778,1.089324619,4783.791,0.333333333,14225232,6.17
45,0_12_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.033,0.118,0.068,0.024,0.057,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,211.68,85.19,587,233.24,0,0,0,1466.21,536.17,635.1,0,0,1.166,0.11,-263.158,63.182,0,0,0,0,18.545,21.066,0,0,-159.089,1,0.7,0.265731888,2952.89244,8.474576271,30.3030303,1.089324619,4812.2,0.333333333,14209904,6.17
46,0_13_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.117,0.118,0.117,0.024,0.093,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,189.19,759.07,563.94,240.31,0,0,0,1499.72,553.66,643.44,0,0,-0.511,-221.601,-286.961,55.587,0,0,0,0,20.695,23.268,0,0,-409.523,1,0.7,0.265731888,2829.363972,8.474576271,8.547008547,1.089324619,5108.505,0.333333333,14453815,6.17
47,0_14_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.091,0.118,0.102,0.024,0.082,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,209.31,542.32,600.81,248.36,0,0,0,1499.64,553.06,643.17,0,0,-0.488,-171.664,-287.862,55.822,0,0,0,0,20.769,23.304,0,0,-360.119,1,0.7,0.265731888,2830.49551,8.474576271,10.98901099,1.089324619,5124.938,0.333333333,14506108,6.17
48,0_15_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.074,0.118,0.092,0.024,0.074,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,209.65,446.65,601.84,249.09,0,0,0,1501.27,554.07,643.65,0,0,-0.469,-140,-288.434,55.986,0,0,0,0,20.816,23.326,0,0,-328.774,1,0.7,0.265731888,2846.961173,8.474576271,13.51351351,1.089324619,5071.249,0.333333333,14437644,6.17
49,0_16_0_0_0_0_0_Rajeev1,Rajeev1,Business,ahmedabad,651100,374014.6,846538.8,687724.3,386630,1090565.965,1013045.1,91635.6,90765.97,48532.57,51130.77,746.57,,1078.67,,410761.06,283890.12,694651.25,239605.23,934256.12,0.118,0.118,0.118,0.118,0.118,,0.118,,0.063,0.118,0.085,0.024,0.069,43393.32,42788.13,7521.76,8202.73,310.29,,523.7,,0,102739.92,102739.92,0,102739.92,0.918,0.917,0.916,0.916,0.92,,0.94,,0,0.918,0.918,0,0.918,209.88,380.55,602.53,249.58,0,0,0,1502.36,554.76,643.98,0,0,-0.453,-118.085,-288.824,56.1,0,0,0,0,20.848,23.341,0,0,-307.072,1,0.7,0.265731888,2854.236025,8.474576271,15.87301587,1.089324619,5040.882,0.333333333,14387866,6.17
