,FileName,ProjectName,ProjectTypology,Location,Floor-Total-Above-Grade(SQFT),Floor-Total-Below-Grade(SQFT),Floor-Total-Conditioned-Grade(SQFT),Floor-Total-UnConditioned-Grade(SQFT),Wall-Total-Above-Grade(SQFT),Power Lighting Total(W),Equipment-Total(W),N-Wall-Area(SQFT),S-Wall-Area(SQFT),E-Wall-Area(SQFT),W-Wall-Area(SQFT),NE-Wall-Area(SQFT),NW-Wall-Area(SQFT),SE-Wall-Area(SQFT),SW-Wall-Area(SQFT),ROOF-AREA(SQFT),ALL WALLS-Wall-AREA(SQFT),WALLS+ROOFS-AREA(SQFT),UNDERGRND-Wall-AREA(SQFT),BUILDING-Wall-AREA(SQFT),N-Wall-U-Value(BTU/HR-SQFT-F),S-Wall-U-Value(BTU/HR-SQFT-F),E-Wall-U-Value(BTU/HR-SQFT-F),W-Wall-U-Value(BTU/HR-SQFT-F),NE-Wall-U-Value(BTU/HR-SQFT-F),NW-Wall-U-Value(BTU/HR-SQFT-F),SE-Wall-U-Value(BTU/HR-SQFT-F),SW-Wall-U-Value(BTU/HR-SQFT-F),ROOF-U-Value(BTU/HR-SQFT-F),ALL WALLS-Wall-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-U-Value(BTU/HR-SQFT-F),UNDERGRND-Wall-U-Value(BTU/HR-SQFT-F),BUILDING-Wall-U-Value(BTU/HR-SQFT-F),N-Window-Area(SQFT),S-Window-Area(SQFT),E-Window-Area(SQFT),W-Window-Area(SQFT),NE-Window-Area(SQFT),NW-Window-Area(SQFT),SE-Window-Area(SQFT),SW-Window-Area(SQFT),ROOF-Window-Area(SQFT),ALL WALLS-Window-AREA(SQFT),WALLS+ROOFS-Window-AREA(SQFT),UNDERGRND-Window-AREA(SQFT),BUILDING-Window-AREA(SQFT),N-Window-U-Value(BTU/HR-SQFT-F),S-Window-U-Value(BTU/HR-SQFT-F),E-Window-U-Value(BTU/HR-SQFT-F),W-Window-U-Value(BTU/HR-SQFT-F),NE-Window-U-Value(BTU/HR-SQFT-F),NW-Window-U-Value(BTU/HR-SQFT-F),SE-Window-U-Value(BTU/HR-SQFT-F),SW-Window-U-Value(BTU/HR-SQFT-F),ROOF-Window-U-Value(BTU/HR-SQFT-F),ALL WALLS-Window-U-Value(BTU/HR-SQFT-F),WALLS+ROOFS-Window-U-Value(BTU/HR-SQFT-F),UNDERGRND-Window-U-Value(BTU/HR-SQFT-F),BUILDING-Window-U-Value(BTU/HR-SQFT-F),WALL CONDUCTION,ROOF CONDUCTION,WINDOW GLASS+FRM COND,WINDOW GLASS SOLAR,DOOR CONDUCTION,INTERNAL SURFACE COND,UNDERGROUND SURF COND,OCCUPANTS TO SPACE,LIGHT TO SPACE,EQUIPMENT TO SPACE,PROCESS TO SPACE,INFILTRATION,WALL CONDUCTION_loss,ROOF CONDUCTION_loss,WINDOW GLASS+FRM COND_loss,WINDOW GLASS SOLAR_loss,DOOR CONDUCTION_loss,INTERNAL SURFACE COND_loss,UNDERGROUND SURF COND_loss,OCCUPANTS TO SPACE_loss,LIGHT TO SPACE_loss,EQUIPMENT TO SPACE_loss,PROCESS TO SPACE_loss,INFILTRATION_loss,TOTAL-LOAD(KW)_loss,WWR,EFLH,R-VAL-W,R-VAL-R,R-VAL-Wind,TOTAL-LOAD(KW),SHGC,Energy_Outcome(KWH)
10,0_0_0_0_3_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,23923.05,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,297.84,46.51,1.06,0.94,0,0,0,117.25,16.15,38.93,0,7.41,-363.289,-25.143,-2.139,0.003,0,0,0,1.909,1.646,17.782,0,-78.003,-447.234,0.010340799750902002,2251.908652054694,8.264462809917356,16.129032258064516,0.8264462809917356,598.459,0.3333333333333333,1347675
11,0_0_0_0_4_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,28707.659999999996,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,297.84,46.51,1.06,0.94,0,0,0,117.25,19.38,38.93,0,7.41,-363.289,-25.143,-2.139,0.003,0,0,0,1.909,1.975,17.782,0,-78.003,-446.905,0.010340799750902002,2247.227549541319,8.264462809917356,16.129032258064516,0.8264462809917356,606.413,0.3333333333333333,1362748
12,0_0_0_0_5_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,33492.27,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,297.84,46.51,1.06,0.94,0,0,0,117.25,22.61,38.93,0,7.41,-363.289,-25.143,-2.139,0.003,0,0,0,1.909,2.305,17.782,0,-78.003,-446.576,0.010340799750902002,2242.5280695871843,8.264462809917356,16.129032258064516,0.8264462809917356,614.366,0.3333333333333333,1377733
13,0_0_0_1_0_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.793,0,,0,0,0,0.793,0.793,,0.793,297.89,46.51,0.78,0.95,0,0,0,117.25,26.18,38.94,0,7.41,-363.346,-25.147,-1.43,0.003,0,0,0,1.909,2.689,17.783,0,-78.003,-445.543,0.010340799750902002,2218.202556776603,8.264462809917356,16.129032258064516,1.2610340479192939,628.604,0.3333333333333333,1394371
14,0_0_0_2_0_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.586,0,,0,0,0,0.586,0.586,,0.586,297.94,46.52,0.62,0.95,0,0,0,117.26,26.18,38.94,0,7.41,-363.409,-25.151,-1.069,0.003,0,0,0,1.91,2.689,17.784,0,-78.003,-445.246,0.010340799750902002,2217.565959450688,8.264462809917356,16.129032258064516,1.7064846416382253,628.568,0.3333333333333333,1393891
15,0_0_0_3_0_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.468,0,,0,0,0,0.468,0.468,,0.468,297.97,46.52,0.52,0.95,0,0,0,117.26,26.19,38.94,0,7.41,-363.444,-25.153,-0.861,0.003,0,0,0,1.91,2.69,17.784,0,-78.003,-445.075,0.010340799750902002,2217.1777677015966,8.264462809917356,16.129032258064516,2.1367521367521367,628.545,0.3333333333333333,1393596
16,0_0_0_4_0_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.393,0,,0,0,0,0.393,0.393,,0.393,297.99,46.53,0.46,0.95,0,0,0,117.26,26.19,38.94,0,7.41,-363.468,-25.155,-0.725,0.003,0,0,0,1.91,2.69,17.785,0,-78.003,-444.964,0.010340799750902002,2216.9227146602857,8.264462809917356,16.129032258064516,2.544529262086514,628.528,0.3333333333333333,1393398
17,0_0_0_5_0_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.341,0,,0,0,0,0.341,0.341,,0.341,298,46.53,0.42,0.95,0,0,0,117.27,26.19,38.94,0,7.41,-363.484,-25.156,-0.63,0.003,0,0,0,1.91,2.69,17.785,0,-78.003,-444.886,0.010340799750902002,2216.737866240265,8.264462809917356,16.129032258064516,2.9325513196480935,628.515,0.3333333333333333,1393253
18,0_0_0_6_0_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.302,0,,0,0,0,0.302,0.302,,0.302,298.01,46.53,0.38,0.95,0,0,0,117.27,26.19,38.94,0,7.41,-363.496,-25.157,-0.559,0.003,0,0,0,1.91,2.69,17.785,0,-78.003,-444.828,0.010340799750902002,2216.5997088328654,8.264462809917356,16.129032258064516,3.3112582781456954,628.505,0.3333333333333333,1393144
19,0_0_0_7_0_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.272,0,,0,0,0,0.272,0.272,,0.272,298.01,46.53,0.36,0.95,0,0,0,117.27,26.19,38.94,0,7.41,-363.506,-25.158,-0.505,0.003,0,0,0,1.91,2.69,17.785,0,-78.003,-444.783,0.010340799750902002,2216.4926801559914,8.264462809917356,16.129032258064516,3.676470588235294,628.497,0.3333333333333333,1393059
20,0_0_0_8_0_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,0.249,0,,0,0,0,0.249,0.249,,0.249,298.02,46.53,0.34,0.95,0,0,0,117.27,26.19,38.94,0,7.41,-363.513,-25.158,-0.462,0.003,0,0,0,1.91,2.691,17.786,0,-78.003,-444.748,0.010340799750902002,2216.407580072873,8.264462809917356,16.129032258064516,4.016064257028113,628.49,0.3333333333333333,1392990
21,0_0_1_0_0_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,297.84,46.51,1.06,0.94,0,0,0,117.25,26.17,38.93,0,7.41,-363.289,-25.143,-2.139,0.003,0,0,0,1.909,2.688,17.782,0,-78.003,-446.193,0.010340799750902002,2219.3928347631363,8.264462809917356,16.129032258064516,0.8264462809917356,628.758,0.3333333333333333,1395461
22,0_0_2_0_0_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,297.84,46.51,1.08,1.12,0,0,0,117.25,26.17,38.93,0,7.41,-363.289,-25.143,-2.139,0.003,0,0,0,1.909,2.688,17.782,0,-78.003,-446.192,0.010340799750902002,2218.5647113431232,8.264462809917356,16.129032258064516,0.8264462809917356,629.086,0.39080459770114945,1395668
23,0_0_3_0_0_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,297.84,46.51,1.11,1.5,0,0,0,117.25,26.17,38.93,0,7.41,-363.289,-25.143,-2.139,0.004,0,0,0,1.909,2.688,17.782,0,-78.003,-446.191,0.010340799750902002,2216.9082209987914,8.264462809917356,16.129032258064516,0.8264462809917356,629.741,0.5287356321839081,1396078
24,0_0_4_0_0_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,297.84,46.51,1.13,1.87,0,0,0,117.25,26.17,38.93,0,7.41,-363.289,-25.143,-2.139,0.005,0,0,0,1.909,2.688,17.782,0,-78.003,-446.19,0.010340799750902002,2215.22288477188,8.264462809917356,16.129032258064516,0.8264462809917356,630.393,0.6551724137931034,1396461
25,0_0_5_0_0_0_0_FloorPlanss,FloorPlanss,Business,Other-City,47846.1,0,33807.9,14038.200000000003,23508.82,38638.775,48488.52999999999,7292.86,7120.21,2882.15,2877.89,1552.06,,121.64,1418.91,47846.23,23265.72,71111.97,,118958.19,0.121,0.121,0.121,0.121,0.121,,0.121,0.121,0.062,0.121,0.081,,0.373,0,0,0,243.1,0,,0,0,0,243.1,243.1,,243.1,0,0,0,1.21,0,,0,0,0,1.21,1.21,,1.21,297.84,46.51,1.16,2.24,0,0,0,117.25,26.17,38.93,0,7.41,-363.289,-25.143,-2.139,0.006,0,0,0,1.909,2.688,17.782,0,-78.003,-446.189,0.010340799750902002,2213.518845724156,8.264462809917356,16.129032258064516,0.8264462809917356,631.045,0.793103448275862,1396830
