Batch_ID,RunningUser,FileName,ProjectTypology,Climate,Above-Grade/Below-Grade,Conditioned-Area/UnConditioned-Area,Roof-Area/Total-AG-Floor-Area,Roof-Window-Area/Roof-Area,Total-Above-Grade-Ext-Wall-Area/Total-AG-FloorArea,Power-Lighting(W/SQFT),Equipment-Tot(W/SQFT),ROOF-U-Value(BTU/HR-SQFT-F),ALL WALLS-Wall-U-Value(BTU/HR-SQFT-F),UNDERGRND-Wall-U-Value(BTU/HR-SQFT-F),ROOF-Window-U-Value(BTU/HR-SQFT-F),ALL WALLS-Window-U-Value(BTU/HR-SQFT-F),WWR,Total-LOAD(KW/SQFT),Total-LOAD/Conditioned-Area(KW/SQFT),Energy_Outcome(KWH/SQFT)
1,Rajeev,0_10_14_7_0_1_6_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.3000000195533621,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.004032832036535232,0.008979523173215266,10.798179052371315
1,Rajeev,0_1_4_6_6_5_2_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.9000000586600868,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.005090541096575934,0.011334623244111126,14.011053008122214
1,Rajeev,0_1_7_0_3_2_7_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.6000000391067242,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.0046250497261476915,0.01029815792400242,12.417662376479663
1,Rajeev,10_0_8_3_5_1_8_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.8000000521422991,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.004913300425142711,0.01093997831420767,13.48209458727834
1,Rajeev,10_10_3_1_6_0_10_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.9000000586600868,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.005090541096575934,0.011334623244111126,14.011053008122214
1,Rajeev,10_2_12_2_6_5_4_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.9000000586600868,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.005090541096575934,0.011334623244111126,14.011053008122214
1,Rajeev,10_2_15_7_3_5_3_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.6000000391067242,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.0046250497261476915,0.01029815792400242,12.417662376479663
1,Rajeev,10_3_11_7_4_5_7_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.7000000456245113,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.004782082900780069,0.010647808744517736,12.950779356766551
1,Rajeev,10_4_12_0_2_5_8_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.5000000325889362,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.00444646579026384,0.0099005220750245,11.885082897073167
1,Rajeev,10_6_5_3_1_0_10_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.40000002607114954,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.004181736363914825,0.009311074263412872,11.337724582207688
1,Rajeev,11_2_2_1_6_1_9_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.9000000586600868,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.005090541096575934,0.011334623244111126,14.011053008122214
1,Rajeev,11_8_5_2_7_3_7_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,1.0000000651778724,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.005249098978787347,0.011687668985841681,14.542887205001275
1,Rajeev,12_0_5_4_1_5_10_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.40000002607114954,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.004181736363914825,0.009311074263412872,11.337724582207688
1,Rajeev,12_10_2_7_1_5_0_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.40000002607114954,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.004181736363914825,0.009311074263412872,11.337724582207688
1,Rajeev,12_1_0_6_4_2_7_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.7000000456245113,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.004782082900780069,0.010647808744517736,12.950779356766551
1,Rajeev,12_3_4_0_2_1_6_F1,Office,Composite,1.7408411329397302,0.8152585081836872,0.6308724619874059,0.0,0.5938106128090923,0.5000000325889362,1.0000000987122981,0.051,0.118,0.024,0.0,0.918,0.2657319041050323,0.00444646579026384,0.0099005220750245,11.885082897073167
